Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein family LH,AOA conserved,AOA exclusive,Conserved,Conserved LH,Rank TPM
NMAR_RS08240,Nmar_1538,hypothetical protein,-0.19,0.763786814,1011.761917,1585.504697,9.89,10.46311103,76G-FAM007417,Thaumi_prot_LH_FAM000914,N,Y,NV+NF+NM,NV+NF+NM,49
NMAR_RS07075,Nmar_1323,hypothetical protein,-0.19,0.676623082,3.566227674,4.901351942,1.74,2.265002615,76G-FAM008716,Thaumi_prot_LH_FAM001886,N,Y,NM,NM,1691
NMAR_RS07830,Nmar_1462,hypothetical protein,-0.19,0.410872878,9.898022737,16.08858427,3.25,4.004959088,76G-FAM008938,Thaumi_prot_LH_FAM006621,N,Y,NM,NM,1306
NMAR_RS07550,Nmar_1410,serine protein kinase RIO,-0.19,0.550207443,10.64973857,15.5061142,3.29,3.941111379,76G-FAM000704,Thaumi_prot_LH_FAM000422,N,N,NV+NM,NV+NM,1273
NMAR_RS08985,Nmar_1679,hypothetical protein,-0.19,0.611428951,12.31863888,17.86577418,3.49,4.135805663,76G-FAM008177,Thaumi_prot_LH_FAM001088,N,Y,NV+NF+NM,NM,1186
NMAR_RS04520,Nmar_0846,5-(carboxyamino)imidazole ribonucleotide synthase,-0.19,0.439510203,13.66514577,22.47227236,3.71,4.480971747,76G-FAM005603,Thaumi_prot_LH_FAM000456,Y,Y,NV+NF+NM,NV+NF+NM,1121
NMAR_RS02175,Nmar_0406,RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5,-0.19,0.341704368,22.44512183,35.51506844,4.42,5.130092718,76G-FAM000021,Thaumi_prot_LH_FAM000200,Y,N,NV+NF+NM,NV+NF+NM,852
NMAR_RS04485,Nmar_0839,hypothetical protein,-0.19,0.814775714,1.756082181,2.56530957,0.6,1.309251199,76G-FAM008252,Thaumi_prot_LH_FAM000164,N,Y,NV+NM,NV+NM,1845
NMAR_RS05295,Nmar_0989,DUF6659 family protein,-0.19,0.690675233,6.040141366,9.189516816,2.53,3.167325724,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,NV+NF+NM,NV+NF+NM,1525
NMAR_RS01405,Nmar_0264,hypothetical protein,-0.19,0.136421733,156.0223399,254.3675879,7.24,7.982934265,76G-FAM008200,Thaumi_prot_LH_FAM000921,N,Y,NM,NM,223
NMAR_RS06335,Nmar_1179,hypothetical protein,-0.19,0.484804477,19.33962871,31.1892046,4.24,4.932174542,76G-FAM008301,Thaumi_prot_LH_FAM000325,N,Y,NM,NM,918
NMAR_RS10050,0,hypothetical protein,-0.19,0.754914979,17.83321813,29.33401774,3.93,4.791366769,#N/A,#N/A,#N/A,#N/A,NA,NA,968
NMAR_RS04670,Nmar_0873,"phosphonate ABC transporter, permease protein PhnE",-0.19,0.581701756,16.04722775,20.61577744,3.84,4.318762139,76G-FAM001613,Thaumi_prot_LH_FAM000677,N,Y,NM,NM,1031
NMAR_RS05510,Nmar_1025,HIT domain-containing protein,-0.2,0.754814883,6.930698476,11.49462647,2.68,3.347625727,76G-FAM002072_0,Thaumi_prot_LH_FAM000272,Y,N,NV+NF+NM,NV+NF+NM,1468
NMAR_RS09380,Nmar_1754,aspartate kinase,-0.2,0.206391744,45.67933006,72.8885465,5.46,6.184869806,76G-FAM000861,Thaumi_prot_LH_FAM000785,Y,N,NV+NF+NM,NV+NF+NM,564
NMAR_RS06900,Nmar_1288,lysine biosynthesis protein LysX,-0.2,0.387849823,51.84885758,84.91291951,5.67,6.385349108,76G-FAM000336_0,Thaumi_prot_LH_FAM000083,Y,N,NV+NF+NM,NV+NF+NM,523
NMAR_RS00835,Nmar_0162,Rieske (2Fe-2S) protein,-0.2,0.804646475,2.725414247,3.801135559,1.13,1.86406101,76G-FAM001504_0,Thaumi_prot_LH_FAM000737_0,Y,N,NV+NF+NM,NV+NF+NM,1763
NMAR_RS04320,Nmar_0808,50S ribosomal protein L4,-0.2,0.536901946,34.3224126,55.98194429,5.05,5.725417879,76G-FAM000583,Thaumi_prot_LH_FAM000461,N,N,NV+NF+NM,NV+NF+NM,682
NMAR_RS07865,Nmar_1469,6-carboxytetrahydropterin synthase,-0.2,0.471407337,23.42397832,37.75835263,4.47,5.213132736,76G-FAM002320,Thaumi_prot_LH_FAM000583,N,N,NV+NF+NM,NV+NF+NM,834
NMAR_RS01385,Nmar_0262,iron-sulfur cluster assembly protein,-0.2,0.542749474,40.11204068,58.29056461,5.25,5.833784402,76G-FAM000640,Thaumi_prot_LH_FAM000949,Y,N,NV+NF+NM,NV+NF+NM,619
NMAR_RS00105,Nmar_0019,hypothetical protein,-0.2,0.503656396,8.138744227,12.11645053,2.9,3.563159847,76G-FAM008467,Thaumi_prot_LH_FAM001067,N,Y,NM,NM,1404
NMAR_RS09795,0,hypothetical protein,-0.2,0.743956822,8.200419936,8.557514465,2.74,3.02219265,#N/A,Thaumi_prot_LH_FAM006600,#N/A,#N/A,NA,NM,1397
NMAR_RS00250,Nmar_0048,thiamine biosynthesis protein,-0.2,0.74070636,2.198269535,3.943071347,1.06,1.902852403,76G-FAM008176,Thaumi_prot_LH_FAM001085,N,Y,NM,NM,1808
NMAR_RS02410,Nmar_0451,DNA repair helicase,-0.2,0.568588209,9.669026264,16.79899236,3.11,4.060181511,76G-FAM008219,Thaumi_prot_LH_FAM000606,N,Y,NM,NM,1319
NMAR_RS00450,Nmar_0087,ATPase domain-containing protein,-0.2,0.910985775,0.387063223,0.611527186,#NUM!,-0.738022997,76G-FAM008044,Thaumi_prot_LH_FAM001123,N,Y,NV+NM,NV+NM,1948
NMAR_RS00490,Nmar_0094,hypothetical protein,-0.2,0.426059918,14.44508883,23.57085125,3.81,4.531127698,76G-FAM002393,Thaumi_prot_LH_FAM001129,N,N,NV+NF+NM,NV+NF+NM,1091
NMAR_RS01910,Nmar_0359,NAD(P)/FAD-dependent oxidoreductase,-0.21,0.313854564,28.18689445,44.33900951,4.78,5.440707491,76G-FAM000913,Thaumi_prot_LH_FAM000167,Y,N,NV+NF+NM,NV+NF+NM,764
NMAR_RS03065,Nmar_0572,divalent metal cation transporter,-0.21,0.635459669,3.267424864,4.526302271,1.57,2.155719898,76G-FAM008707,Thaumi_prot_LH_FAM001015,N,Y,NM,NM,1719
NMAR_RS08155,Nmar_1521,hypothetical protein,-0.21,0.539406072,19.12480815,26.72620301,4.16,4.708860111,76G-FAM008110,Thaumi_prot_LH_FAM002126,N,Y,NM,NM,927
NMAR_RS01745,Nmar_0328,zinc ABC transporter substrate-binding protein,-0.21,0.428162303,58.4717152,93.22213603,5.78,6.522996334,76G-FAM008573,Thaumi_prot_LH_FAM001855,N,Y,NM,NM,481
NMAR_RS02975,Nmar_0556,ABC transporter substrate-binding protein,-0.21,0.247125208,22.43023304,32.80450792,4.39,5.027296472,76G-FAM028438,Thaumi_prot_LH_FAM006553,N,Y,NM,NM,853
NMAR_RS09705,Nmar_0741,hypothetical protein,-0.21,0.624771656,19.25983602,34.86673516,4.19,5.089881623,76G-FAM008317,Thaumi_prot_LH_FAM001023,N,Y,NM,NM,920
NMAR_RS01570,Nmar_0295,ribosome biogenesis/translation initiation ATPase RLI,-0.21,0.351736748,8.193006396,13.51303396,3.01,3.753406209,76G-FAM000813,Thaumi_prot_LH_FAM000947,Y,N,NV+NF+NM,NV+NF+NM,1399
NMAR_RS01370,Nmar_0259,succinate dehydrogenase,-0.21,0.386054345,61.05598868,100.2731938,5.86,6.638924999,76G-FAM000177,Thaumi_prot_LH_FAM000952,Y,N,NV+NF+NM,NV+NF+NM,464
NMAR_RS02120,Nmar_0395,prefoldin subunit alpha,-0.21,0.355132981,43.99216569,66.23075981,5.38,6.019381496,76G-FAM002450,Thaumi_prot_LH_FAM000211,Y,N,NV+NF+NM,NV+NF+NM,578
NMAR_RS00315,Nmar_0061,Snf7 family protein,-0.21,0.085137583,7967.030446,13175.92107,12.93,13.68326714,76G-FAM000095_0,Thaumi_prot_LH_FAM000545,Y,N,NV+NF+NM,NV+NF+NM,15
NMAR_RS00770,Nmar_0149,acylneuraminate cytidylyltransferase,-0.21,0.783549427,3.022691636,5.017747247,1,2.269829104,76G-FAM003371,Thaumi_prot_LH_FAM001834,N,N,NM,NM,1740
NMAR_RS08355,Nmar_1560,"hydroxymethylglutaryl-CoA reductase, degradative",-0.22,0.442359438,10.52504144,17.51940287,3.33,4.102590434,76G-FAM000434,Thaumi_prot_LH_FAM001175,N,N,NV+NF+NM,NV+NF+NM,1279
NMAR_RS01680,Nmar_0316,30S ribosomal protein S2,-0.22,0.189556963,119.8533192,197.8780877,6.85,7.606168668,76G-FAM000464,Thaumi_prot_LH_FAM000893,Y,N,NV+NF+NM,NV+NF+NM,278
NMAR_RS06510,Nmar_1210,HD domain-containing protein,-0.22,0.484804477,9.49465001,14.82319379,3.15,3.880336323,76G-FAM028478,Thaumi_prot_LH_FAM006594,N,Y,NM,NM,1330
NMAR_RS01790,Nmar_0336,radical SAM protein,-0.22,0.155076164,99.18988838,155.7412602,6.56,7.279591391,76G-FAM000054_0,Thaumi_prot_LH_FAM000365,Y,N,NV+NF+NM,NV+NF+NM,321
NMAR_RS01560,Nmar_0293,hypothetical protein,-0.22,0.667951771,12.90162665,11.63442779,3.58,3.338053432,76G-FAM000448,Thaumi_prot_LH_FAM000945,N,N,NV+NF+NM,NV+NF+NM,1165
NMAR_RS02075,Nmar_1800,protein translocase SEC61 complex subunit gamma,-0.22,0.2957588,84.5284551,132.3117865,6.36,7.039167478,76G-FAM000978,Thaumi_prot_LH_FAM000219,N,N,NV+NF+NM,NV+NF+NM,366
NMAR_RS05155,Nmar_0962,DUF726 domain-containing protein,-0.22,0.579581053,12.16922242,21.43477847,3.58,4.362377336,76G-FAM008393,Thaumi_prot_LH_FAM000761,N,Y,NM,NM,1191
NMAR_RS05805,Nmar_1084,metallophosphoesterase,-0.22,0.690086919,3.039080976,4.615508976,1.42,2.142308494,76G-FAM000672,Thaumi_prot_LH_FAM000417,N,N,NV+NF+NM,NV+NF+NM,1737
NMAR_RS04135,Nmar_0773,twin-arginine translocase TatA/TatE family subunit,-0.22,0.301710791,125.8117122,204.2470217,6.93,7.592345007,76G-FAM000565_0,Thaumi_prot_LH_FAM000104,Y,N,NV+NF+NM,NV+NF+NM,269
NMAR_RS09760,Nmar_1027,hypothetical protein,-0.22,0.747974519,22.82394272,30.18695521,3.86,4.873995831,76G-FAM002495,Thaumi_prot_LH_FAM000270,N,N,NV+NF+NM,NV+NF+NM,841
NMAR_RS07470,Nmar_1394,tRNA (guanine(10)-N(2))-dimethyltransferase,-0.22,0.600756675,5.630757366,8.212056473,2.25,3.011981311,76G-FAM000282,Thaumi_prot_LH_FAM000371,N,N,NV+NF+NM,NV+NF+NM,1549
NMAR_RS03440,Nmar_0642,DNA polymerase IV,-0.22,0.672117592,1.788373472,2.920108102,0.66,1.422863174,76G-FAM001555,Thaumi_prot_LH_FAM000253,N,N,NV+NM,NV+NM,1842
NMAR_RS05840,Nmar_1091,helix-turn-helix domain-containing protein,-0.22,0.378238976,16.21845958,27.87798653,4,4.764221412,76G-FAM008434,Thaumi_prot_LH_FAM000445,N,Y,NV+NM,NV+NM,1023
NMAR_RS03075,Nmar_0575,hypothetical protein,-0.22,0.887710208,1.279742492,2.54679064,#NUM!,1.158526992,76G-FAM008257,Thaumi_prot_LH_FAM001897,N,Y,NM,NM,1888
NMAR_RS00930,Nmar_0180,NADPH-dependent F420 reductase,-0.23,0.223055066,66.58423641,110.5169944,6.03,6.786894123,76G-FAM000252,Thaumi_prot_LH_FAM001142,Y,N,NV+NF+NM,NV+NF+NM,435
NMAR_RS01490,Nmar_0281,NADH-quinone oxidoreductase subunit I,-0.23,0.345178802,83.97016361,143.1100104,6.39,7.149640741,76G-FAM002544,Thaumi_prot_LH_FAM000932,N,N,NV+NF+NM,NV+NF+NM,369
NMAR_RS09375,Nmar_1753,hypothetical protein,-0.23,0.208728945,30.52664836,49.63837334,4.87,5.627959033,76G-FAM007493,Thaumi_prot_LH_FAM000786,N,Y,NV+NM,NV+NM,731
NMAR_RS03835,Nmar_0715,Mov34/MPN/PAD-1 family protein,-0.23,0.743926592,4.271421303,7.487462681,1.9,2.820071472,76G-FAM000155,Thaumi_prot_LH_FAM000702,Y,N,NV+NF+NM,NV+NF+NM,1630
NMAR_RS07510,Nmar_1402,hypothetical protein,-0.23,0.826211414,4.217390243,4.457895247,1.92,2.059946861,76G-FAM007580,Thaumi_prot_LH_FAM000430,Y,Y,NV+NF+NM,NV+NF+NM,1634
NMAR_RS04525,Nmar_0847,5-(carboxyamino)imidazole ribonucleotide mutase,-0.23,0.295251476,31.59464522,47.91409086,4.91,5.579420537,76G-FAM002057,Thaumi_prot_LH_FAM000608,Y,N,NV+NF+NM,NV+NF+NM,711
NMAR_RS04935,Nmar_0921,NAD(+)/NADH kinase,-0.23,0.350512739,17.9940015,30.17599678,4.16,4.910032571,76G-FAM000985,Thaumi_prot_LH_FAM000684,N,Y,NV+NF+NM,NV+NF+NM,962
NMAR_RS09125,Nmar_1707,dTMP kinase,-0.23,0.625586275,6.461738115,10.74733857,2.58,3.39812608,76G-FAM000129_0,Thaumi_prot_LH_FAM000845,N,N,NV+NF+NM,NV+NF+NM,1497
NMAR_RS03545,Nmar_0662,phosphocholine cytidylyltransferase family protein,-0.23,0.7945912,1.242697234,2.612775628,0.04,1.324072283,76G-FAM028446,Thaumi_prot_LH_FAM001919,N,Y,NM,NM,1891
NMAR_RS04700,Nmar_0879,CbtB domain-containing protein,-0.23,0.29507305,151.142453,243.2619764,7.18,7.921436166,76G-FAM007593,Thaumi_prot_LH_FAM000681,N,Y,NV+NF+NM,NV+NF+NM,230
NMAR_RS01195,Nmar_0227,50S ribosomal protein L24e,-0.23,0.396566271,134.7243267,227.0191879,7.01,7.758607183,76G-FAM000427,Thaumi_prot_LH_FAM000178,N,N,NV+NF+NM,NV+NF+NM,256
NMAR_RS08535,Nmar_1595,hypothetical protein,-0.23,0.297594719,148.3526173,241.3712143,7.14,7.895707543,76G-FAM008125,Thaumi_prot_LH_FAM001613,N,Y,NM,NM,235
NMAR_RS08325,Nmar_1554,imidazole glycerol phosphate synthase subunit HisH,-0.23,0.336785745,30.49115121,48.05049219,4.84,5.584930401,76G-FAM000262,Thaumi_prot_LH_FAM001183,N,N,NV+NF+NM,NV+NF+NM,732
NMAR_RS09360,Nmar_1750,hypothetical protein,-0.23,0.685380732,9.733434706,17.57060815,3.25,4.039526687,76G-FAM008519,Thaumi_prot_LH_FAM002150,N,Y,NM,NM,1316
NMAR_RS01705,Nmar_0320,NAD(P)H-hydrate epimerase,-0.23,0.30144054,23.81291752,39.2165508,4.53,5.273490266,76G-FAM002571,Thaumi_prot_LH_FAM000889,Y,N,NV+NF+NM,NV+NF+NM,824
NMAR_RS04855,Nmar_0908,hypothetical protein,-0.23,0.713033379,11.0449117,19.06143015,3.41,4.164591662,76G-FAM008662,Thaumi_prot_LH_FAM001996,N,Y,NM,NM,1255
NMAR_RS00830,Nmar_0161,iron-containing alcohol dehydrogenase,-0.23,0.611136424,3.633728038,4.666056341,1.79,2.21536559,76G-FAM008306,Thaumi_prot_LH_FAM000362,N,Y,NV+NF+NM,NV+NF+NM,1682
NMAR_RS07985,Nmar_1491,hypothetical protein,-0.24,0.750063223,89.3883938,111.3048642,5.37,6.782124744,76G-FAM008102,Thaumi_prot_LH_FAM001758,N,Y,NV+NF+NM,NV+NF+NM,351
NMAR_RS00575,Nmar_0109,mRNA surveillance protein pelota,-0.24,0.58532504,3.616063125,5.444677626,1.74,2.389985125,76G-FAM002664,Thaumi_prot_LH_FAM000562,N,N,NV+NF+NM,NV+NF+NM,1685
NMAR_RS05520,Nmar_1028,3-hydroxyacyl-CoA dehydrogenase,-0.24,0.176153214,24.20432911,42.23303082,4.54,5.389513061,76G-FAM000894,Thaumi_prot_LH_FAM000269,Y,N,NV+NF+NM,NV+NF+NM,818
NMAR_RS06430,Nmar_1195,hypothetical protein,-0.24,0.22142568,32.2116047,35.48200345,4.77,5.083864717,76G-FAM008293,Thaumi_prot_LH_FAM002066,N,Y,NM,NM,704
NMAR_RS01145,Nmar_0218,ribose-5-phosphate isomerase RpiA,-0.24,0.615229597,7.739817465,11.78115055,2.73,3.515868319,76G-FAM000039,Thaumi_prot_LH_FAM000022,Y,N,NV+NF+NM,NV+NF+NM,1429
NMAR_RS08735,Nmar_1634,tautomerase family protein,-0.24,0.845853144,3.876736937,7.875689863,#NUM!,2.801842705,76G-FAM005384,Thaumi_prot_LH_FAM001000,N,Y,NV+NM,NV+NM,1660
NMAR_RS06450,Nmar_1198,tRNA pseudouridine(13) synthase TruD,-0.24,0.736570715,1.174036582,1.771209893,0.04,0.780173346,76G-FAM000838,Thaumi_prot_LH_FAM000342,N,N,NV+NF+NM,NV+NF+NM,1899
NMAR_RS08295,Nmar_1548,ThiF family adenylyltransferase,-0.24,0.250062998,25.65766684,41.72204269,4.6,5.3657594,76G-FAM002945,Thaumi_prot_LH_FAM001189,N,N,NV+NF+NM,NV+NF+NM,797
NMAR_RS04570,0,hypothetical protein,-0.24,0.549492472,84.33218383,156.5352399,6.32,7.267150636,#N/A,Thaumi_prot_LH_FAM000028,#N/A,#N/A,NA,NM,367
NMAR_RS08955,Nmar_1674,winged helix-turn-helix transcriptional regulator,-0.24,0.471407337,15.12035242,26.59012649,3.88,4.677920665,76G-FAM008950,Thaumi_prot_LH_FAM002142,N,Y,NM,NM,1069
NMAR_RS00245,Nmar_0047,glycosyl transferase,-0.24,0.340959688,9.607012789,14.53198206,3.21,3.832088214,76G-FAM008175,Thaumi_prot_LH_FAM001084,N,Y,NM,NM,1325
NMAR_RS05135,Nmar_0958,cobalamin B12-binding domain-containing protein,-0.24,0.503590049,14.67209679,22.93747918,3.87,4.451822484,76G-FAM001823,Thaumi_prot_LH_FAM000321,N,N,NV+NF+NM,NV+NF+NM,1083
NMAR_RS03660,Nmar_0684,GTP-binding protein,-0.24,0.55341781,5.015557648,8.284685939,2.23,3.02122936,76G-FAM000444,Thaumi_prot_LH_FAM000226,Y,N,NV+NF+NM,NV+NF+NM,1583
NMAR_RS06985,Nmar_1305,hypothetical protein,-0.24,0.402583411,31.15778195,49.5515595,4.84,5.625954275,76G-FAM007437,Thaumi_prot_LH_FAM001027,N,Y,NV+NF+NM,NV+NF+NM,721
NMAR_RS07680,Nmar_1437,hypothetical protein,-0.24,0.484950544,11.18464533,18.49632961,3.35,4.187662038,76G-FAM008712,Thaumi_prot_LH_FAM002111,N,Y,NM,NM,1245
NMAR_RS01215,Nmar_0231,CFI-box-CTERM domain-containing protein,-0.24,0.082823401,70.89854483,119.3743811,6.12,6.885902199,76G-FAM008196,Thaumi_prot_LH_FAM000875,N,Y,NM,NM,412
NMAR_RS00840,Nmar_0163,MBL fold metallo-hydrolase,-0.24,0.446374177,8.406846185,14.79523614,3.03,3.874965688,76G-FAM028428,Thaumi_prot_LH_FAM006542,N,Y,NM,NM,1383
NMAR_RS05580,Nmar_1039,tRNA-intron lyase,-0.25,0.505199864,8.635721932,9.666951679,3,3.204328281,76G-FAM000728,Thaumi_prot_LH_FAM000570,Y,N,NV+NF+NM,NV+NF+NM,1370
NMAR_RS04415,Nmar_0826,hypothetical protein,-0.25,0.567722928,18.93853924,22.24221424,4.16,4.468126284,76G-FAM008381,Thaumi_prot_LH_FAM001962,N,Y,NM,NM,933
NMAR_RS07835,Nmar_1463,VOC family protein,-0.25,0.339484241,37.94885412,62.10663216,5.19,5.946881157,76G-FAM002507,Thaumi_prot_LH_FAM001756,N,N,NV+NM,NV+NM,649
NMAR_RS04025,Nmar_0754,hypothetical protein,-0.25,0.419120561,51.82338713,90.71318087,5.63,6.47736055,76G-FAM008683,Thaumi_prot_LH_FAM001944,N,Y,NM,NM,524
NMAR_RS09690,0,hypothetical protein,-0.25,0.703312258,18.49103067,32.35078879,3.85,4.904385976,#N/A,Thaumi_prot_LH_FAM001925,#N/A,#N/A,NA,NM,947
NMAR_RS03280,Nmar_0613,tyrosine-type recombinase/integrase,-0.25,0.774311207,1.98191468,2.912458245,0.89,1.434320761,76G-FAM008544,Thaumi_prot_LH_FAM001903,N,Y,NM,NM,1825
NMAR_RS03710,Nmar_0692,M20/M25/M40 family metallo-hydrolase,-0.25,0.321342114,16.4027235,24.0940392,3.96,4.575826139,76G-FAM001384,Thaumi_prot_LH_FAM000154,N,N,NV+NF+NM,NV+NF+NM,1015
NMAR_RS04750,Nmar_0889,hypothetical protein,-0.25,0.286068793,31.20477951,57.84997479,4.96,5.829719845,76G-FAM008367,Thaumi_prot_LH_FAM001977,N,Y,NM,NM,720
NMAR_RS08900,Nmar_1665,plastocyanin/azurin family copper-binding protein,-0.25,0.254100367,69.81247592,117.2758174,6.06,6.843648464,76G-FAM008593,Thaumi_prot_LH_FAM002084,N,Y,NM,NM,420
NMAR_RS08390,Nmar_1566,exosome complex RNA-binding protein Csl4,-0.25,0.103163583,71.90188036,118.5192093,6.11,6.876211078,76G-FAM001147,Thaumi_prot_LH_FAM001788,N,N,NV+NF+NM,NV+NF+NM,408
NMAR_RS05775,Nmar_1078,"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase",-0.25,0.133411092,83.86688636,143.8734556,6.38,7.163995339,76G-FAM000486_0,Thaumi_prot_LH_FAM000118,Y,N,NV+NF+NM,NV+NF+NM,370
NMAR_RS02895,Nmar_0542,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,-0.25,0.663198527,2.028080723,3.1728979,0.8,1.636524763,76G-FAM000496,Thaumi_prot_LH_FAM000131,N,Y,NV+NF+NM,NV+NF+NM,1819
NMAR_RS07120,Nmar_1331,ParB/RepB/Spo0J family partition protein,-0.25,0.223055066,55.80465702,96.37001599,5.76,6.577154901,76G-FAM008630,Thaumi_prot_LH_FAM000627,N,Y,NM,NM,497
NMAR_RS09520,Nmar_1783,RIO1 family regulatory kinase/ATPase,-0.26,0.456941359,10.29643254,15.79493132,3.21,3.961576585,76G-FAM000302,Thaumi_prot_LH_FAM001056,N,N,NV+NF+NM,NV+NF+NM,1283
NMAR_RS08195,Nmar_1529,4-demethylwyosine synthase TYW1,-0.26,0.138728028,18.93735287,31.5478007,4.17,4.972445927,76G-FAM000391,Thaumi_prot_LH_FAM001256,N,N,NV+NF+NM,NV+NF+NM,934
NMAR_RS08830,Nmar_1652,CopD family protein,-0.26,0.100648264,24.86094652,42.06674781,4.61,5.391216624,76G-FAM007520,Thaumi_prot_LH_FAM001011,N,Y,NV+NM,NV+NM,811
NMAR_RS08845,Nmar_1655,metal ABC transporter substrate-binding protein,-0.26,0.615229597,2.545667727,4.261248154,1.3,2.007406462,76G-FAM007800,Thaumi_prot_LH_FAM001793,N,Y,NV+NF+NM,NV+NF+NM,1779
NMAR_RS07855,Nmar_1467,thermonuclease family protein,-0.26,0.235903913,21.13608957,36.10098647,4.37,5.160642439,76G-FAM000718,Thaumi_prot_LH_FAM002123,N,Y,NF+NM,NF+NM,877
NMAR_RS05130,Nmar_0957,M1 family metallopeptidase,-0.26,0.174727541,12.28198691,18.8990382,3.53,4.230912735,76G-FAM002653,Thaumi_prot_LH_FAM000320,N,N,NM,NM,1189
NMAR_RS02830,Nmar_0529,translation initiation factor IF-5A,-0.26,0.219643783,213.503795,365.3829347,7.68,8.50534984,76G-FAM000757,Thaumi_prot_LH_FAM000274,N,N,NV+NF+NM,NV+NF+NM,175
NMAR_RS08875,Nmar_1660,glycosyl hydrolase BNR repeat-containing glycosyl hydrolase,-0.26,0.127514944,67.99775458,106.0040668,6.04,6.721918021,76G-FAM008834,Thaumi_prot_LH_FAM002139,N,Y,NM,NM,428
NMAR_RS04645,Nmar_0870,hypothetical protein,-0.26,0.622511832,12.06823635,22.19166856,3.5,4.42081949,76G-FAM002930,Thaumi_prot_LH_FAM000142,N,N,NV+NF+NM,NV+NM,1199
NMAR_RS01475,Nmar_0278,NADH-quinone oxidoreductase subunit C,-0.26,0.088326827,90.37732937,150.576893,6.44,7.230167703,76G-FAM000991,Thaumi_prot_LH_FAM000929,N,N,NV+NF+NM,NV+NF+NM,345
NMAR_RS00145,Nmar_0027,hypothetical protein,-0.26,0.643923697,39.75212793,50.64603623,5.04,5.601718553,76G-FAM008169,Thaumi_prot_LH_FAM001073,N,Y,NM,NM,622
NMAR_RS02925,Nmar_0546,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,-0.26,0.341013122,12.1461711,21.49185888,3.56,4.365803192,76G-FAM000917,Thaumi_prot_LH_FAM000127,Y,N,NV+NF+NM,NV+NF+NM,1193
NMAR_RS08175,Nmar_1525,tRNA dihydrouridine synthase DusB,-0.26,0.428884848,8.812549873,13.64360869,2.97,3.737119639,76G-FAM008112,Thaumi_prot_LH_FAM002128,N,Y,NM,NM,1365
NMAR_RS04310,Nmar_0806,30S ribosomal protein S19,-0.26,0.352050409,38.55435614,64.85985673,5.18,5.987363003,76G-FAM000014,Thaumi_prot_LH_FAM000463,Y,N,NV+NF+NM,NV+NF+NM,641
NMAR_RS08125,Nmar_1515,MoxR family ATPase,-0.26,0.303534221,22.68041923,38.37546933,4.4,5.238138404,76G-FAM007452,Thaumi_prot_LH_FAM000063,Y,Y,NV+NF+NM,NV+NF+NM,847
NMAR_RS06145,Nmar_1144,cytochrome c biogenesis protein CcdA,-0.27,0.484804477,6.090326472,8.276042975,2.54,3.035358997,76G-FAM008192,Thaumi_prot_LH_FAM002051,N,Y,NM,NM,1523
NMAR_RS09955,Nmar_1016,DUF2127 domain-containing protein,-0.27,0.561273021,7.175788604,10.22497622,2.68,3.345716981,76G-FAM000144,#N/A,N,N,NV+NF+NM,NA,1453
NMAR_RS09490,Nmar_1777,NAD-dependent deacylase,-0.27,0.638123401,5.396932641,10.69319418,2.21,3.383563228,76G-FAM003106,Thaumi_prot_LH_FAM001196,N,N,NF+NM,NF+NM,1566
NMAR_RS06730,Nmar_1254,50S ribosomal protein L15e,-0.27,0.096053555,285.323659,486.1682127,8.1,8.913677505,76G-FAM000984,Thaumi_prot_LH_FAM000518,N,N,NV+NF+NM,NV+NF+NM,135
NMAR_RS07360,Nmar_1373,hypothetical protein,-0.27,0.610431994,14.38614307,22.95177855,3.61,4.442720985,76G-FAM028486,Thaumi_prot_LH_FAM006610,N,Y,NM,NM,1094
NMAR_RS02680,Nmar_0501,phosphatase PAP2 family protein,-0.27,0.343472988,13.60857139,20.22572541,3.69,4.320665993,76G-FAM003258,Thaumi_prot_LH_FAM000764,Y,N,NV+NF+NM,NV+NF+NM,1124
NMAR_RS02520,Nmar_0469,hypothetical protein,-0.27,0.673653609,5.616597101,4.137978822,2.08,1.838207954,76G-FAM007416,Thaumi_prot_LH_FAM001288,Y,Y,NV+NF+NM,NV+NF+NM,1550
NMAR_RS09725,0,hypothetical protein,-0.27,0.886444283,1.696416621,3.191904576,#NUM!,1.421947771,#N/A,Thaumi_prot_LH_FAM001968,#N/A,#N/A,NA,NM,1848
NMAR_RS02405,Nmar_0450,tRNA-intron lyase,-0.27,0.580455956,7.07015562,10.97278366,2.62,3.405513522,76G-FAM000800,Thaumi_prot_LH_FAM000605,Y,N,NV+NF+NM,NV+NF+NM,1461
NMAR_RS03290,Nmar_0615,Swt1 family HEPN domain-containing protein,-0.27,0.421767749,17.36731774,26.89459769,4.01,4.678166521,76G-FAM028443,Thaumi_prot_LH_FAM006560,N,Y,NM,NM,988
NMAR_RS01885,Nmar_0355,30S ribosomal protein S7,-0.27,0.090223773,149.4214142,254.5756858,7.17,7.97323991,76G-FAM000350,Thaumi_prot_LH_FAM000291,Y,N,NV+NF+NM,NV+NF+NM,233
