Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains,up in:,,,,,,,baseMean,lfcSE,stat,pvalue
NVIE_015990,NVIE_RS07765,FO synthase subunit 2,-0.11,4.42E-01,150.99,199.44,7.23,7.64,76G-FAM004894_0,Thaumi_prot_LH_FAM000117,Y,N,,,,,,,,,,8191.811075,0.113596032,-0.940801146,0.346806774
NVIE_016000,NVIE_RS07770,FO synthase subunit 2,0.11,3.48E-01,150.93,171.5,7.23,7.42,76G-FAM004894_0,Thaumi_prot_LH_FAM000117,Y,N,,,,,,,,,,7637.000467,0.096374652,1.125229165,0.260491937
NVIE_016010,NVIE_RS07775,GCN5-related N-acetyltransferase,-0.51,3.08E-04,126.19,221.55,6.97,7.78,76G-FAM004598,Thaumi_prot_LH_FAM003179,N,N,,,,,,,,,,6788.749002,0.130939643,-3.894863561,9.83E-05
NVIE_016020,NVIE_RS07780,putative 3-octaprenyl-4-hydroxybenzoate carboxy-lyase,-0.66,3.05E-08,150.6,291.98,7.22,8.19,76G-FAM002003,Thaumi_prot_LH_FAM000116,Y,N,,,,,,,,,,13205.80531,0.112973644,-5.852484497,4.84E-09
NVIE_016030,NVIE_RS07785,hypothetical protein,-0.58,4.24E-11,407.97,748.03,8.67,9.54,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,9734.585372,0.083717018,-6.919790787,4.52E-12
NVIE_016040,NVIE_RS07790,putative integrase family protein,-0.7,3.45E-01,0.56,1.14,#NUM!,0.01,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,,,,,,,,,22.29528938,0.616188157,-1.132923049,0.25724657
NVIE_016050,NVIE_RS07795,putative 30S ribosomal protein S24e,-0.48,1.18E-03,250.53,425.18,7.94,8.72,76G-FAM003187,Thaumi_prot_LH_FAM000280,N,N,,,,,,,,,,5276.502865,0.135359049,-3.524318766,0.000424573
NVIE_016060,NVIE_RS07800,putative 30S ribosomal protein S27ae,-0.3,4.19E-03,526.64,792.84,9.03,9.63,76G-FAM000792,Thaumi_prot_LH_FAM000279,Y,N,,,,,,,,,,5734.662423,0.096177813,-3.136212736,0.00171145
NVIE_016070,NVIE_RS07805,hypothetical protein,-0.18,1.77E-01,67.91,94.96,6.08,6.56,76G-FAM002535,Thaumi_prot_LH_FAM003105,N,N,,,,,,,,,,5611.41254,0.114867845,-1.566474429,0.11723759
NVIE_016080,NVIE_RS07810,protein of unknown function,-0.06,7.10E-01,379.56,484.43,8.56,8.92,76G-FAM002534,Thaumi_prot_LH_FAM000278,N,N,,,,,,,,,,13673.38577,0.115857105,-0.483963749,0.628411597
NVIE_016090,NVIE_RS07815,hypothetical protein,-0.03,8.96E-01,33.48,42.08,5.05,5.39,76G-FAM011542,Thaumi_prot_LH_FAM003695,N,Y,,,,,,,,,,1075.896392,0.150878508,-0.184007522,0.854007554
NVIE_016100,NVIE_RS07820,protein of unknown function,0.59,6.62E-02,4.72,3.81,2.19,1.88,76G-FAM009837,Thaumi_prot_LH_FAM003574,N,Y,,,,,,,,,,71.42895801,0.281902397,2.075827487,0.037909909
NVIE_016110,NVIE_RS07825,putative D-glucuronyl C5-epimerase,0.1,4.73E-01,21.91,25.08,4.45,4.64,76G-FAM009836,Thaumi_prot_LH_FAM003696,N,Y,,,,,,,,,,824.7952206,0.109945567,0.884985203,0.376164612
NVIE_016120,NVIE_RS07830,putative pseudouridylate synthase-like protein,-0.07,5.99E-01,71.3,92.19,6.15,6.51,76G-FAM002990,Thaumi_prot_LH_FAM000277,N,N,,,,,,,,,,3883.697828,0.105368154,-0.661644182,0.508199285
NVIE_016130,NVIE_RS07835,signal recognition particle SRP54 subunit protein,0.34,1.54E-03,953.6,924,9.89,9.85,76G-FAM000500,Thaumi_prot_LH_FAM000276,Y,N,,,,,,,,,,54616.10687,0.099479787,3.448542252,0.000563621
NVIE_016140,NVIE_RS07840,putative ATP binding protein,-0.88,8.46E-10,31.11,69.89,4.94,6.12,76G-FAM000760,Thaumi_prot_LH_FAM000275,N,N,,,,,,,,,,1429.632038,0.135653495,-6.45767447,1.06E-10
NVIE_016150,NVIE_RS07845,"peptide/opine/nickel ABC uptake transporter, ATP-binding protein",0.41,6.85E-03,128.42,118.54,6.98,6.88,76G-FAM000031_1,Thaumi_prot_LH_FAM000246,Y,N,,,,,,,,,,4408.453361,0.139659474,2.968636306,0.002991244
NVIE_016160,NVIE_RS07850,"peptide/opine/nickel ABC uptake transporter, substrate-binding protein",0.91,1.93E-19,160.7,105.61,7.33,6.72,76G-FAM007485,Thaumi_prot_LH_FAM000710,Y,Y,,,,,,,,,,18081.50835,0.09689428,9.352748324,8.54E-21
NVIE_016170,NVIE_RS07855,"peptide/opine/nickel ABC uptake transporter, permease protein",0.02,9.16E-01,144.56,176.13,7.17,7.46,76G-FAM001160,Thaumi_prot_LH_FAM000706,Y,N,,,,,,,,,,7058.914136,0.101495764,0.149472439,0.881180856
NVIE_016180,NVIE_RS07860,"peptide/opine/nickel ABC uptake transporter, permease protein",0.26,7.64E-02,90.27,93.16,6.48,6.53,76G-FAM001161,Thaumi_prot_LH_FAM000705,Y,N,,,,,,,,,,5603.804095,0.127700577,2.009726198,0.044460176
NVIE_016190,NVIE_RS07865,translation initiation factor 5A,-0.4,1.83E-06,856.51,1390.89,9.74,10.44,76G-FAM000757,Thaumi_prot_LH_FAM000274,N,N,,,,,,,,,,18093.14247,0.079469176,-5.077622424,3.82E-07
NVIE_016210,NVIE_RS07870,hypothetical protein,0.92,2.08E-15,472.75,306.19,8.88,8.25,76G-FAM007899,Thaumi_prot_LH_FAM000626,N,Y,,,,,,,,,,10267.01355,0.111340013,8.268249866,1.36E-16
NVIE_016220,NVIE_RS07875,putative CorA ion transporter,-0.66,1.83E-06,156.9,303.18,7.28,8.24,76G-FAM003683,Thaumi_prot_LH_FAM000907,N,N,,,,,,,,,,9002.006776,0.129773357,-5.07693326,3.84E-07
NVIE_016230,NVIE_RS07880,delta-aminolevulinic acid dehydratase,0.13,2.84E-01,111.47,125.23,6.8,6.96,76G-FAM001989,Thaumi_prot_LH_FAM000770,Y,N,,,,,,,,,,4821.080997,0.101623825,1.269024281,0.204432404
NVIE_016240,NVIE_RS07890,succinate-semialdehyde dehydrogenase,0.66,2.13E-11,136.92,107.11,7.1,6.74,76G-FAM000630_0,Thaumi_prot_LH_FAM001603,N,N,,,,,,,,,,7292.250792,0.093369346,7.021377353,2.20E-12
NVIE_016260,NVIE_RS07900,NAD-dependent alcohol dehydrogenase,-0.22,5.32E-02,268.68,384.23,8.06,8.58,76G-FAM000733_0,Thaumi_prot_LH_FAM000338,Y,N,,,,,,,,,,14364.36085,0.100338639,-2.174657494,0.029655792
NVIE_016270,NVIE_RS07905,DUF488 protein of unknown function,0.3,1.13E-01,13.8,13.81,3.78,3.78,76G-FAM001182,Thaumi_prot_LH_FAM002988,N,N,,,,,,,,,,203.6745122,0.164736808,1.81383685,0.069702847
NVIE_016280,NVIE_RS07910,hypothetical protein,0.16,3.20E-01,204.63,226.41,7.67,7.82,76G-FAM004917,Thaumi_prot_LH_FAM001509,N,N,,,,,,,,,,3607.212444,0.131645088,1.187097747,0.235189067
NVIE_016290,NVIE_RS07915,putative fumarate hydratase,-0.54,6.35E-05,141.61,251.91,7.13,7.97,76G-FAM001586,Thaumi_prot_LH_FAM000516,N,N,,,,,,,,,,11212.05158,0.124814212,-4.294840775,1.75E-05
NVIE_016300,NVIE_RS07920,GCN5-related N-acetyltransferase,0.35,1.43E-01,8.97,8.71,3.13,3.09,76G-FAM035463,Thaumi_prot_LH_FAM008580,N,Y,,,,,,,,,,219.6892655,0.205170051,1.688568645,0.091302124
NVIE_016310,NVIE_RS07925,protein of unknown function,0.67,6.04E-02,2.46,1.91,1.25,0.88,76G-FAM009833,Thaumi_prot_LH_FAM003697,N,Y,,,,,,,,,,43.64844777,0.317227172,2.1178205,0.034190273
NVIE_016320,NVIE_RS07930,membrane protein of unknown function DUF2182,1.47,1.17E-13,7.65,3.41,2.92,1.74,76G-FAM009832,Thaumi_prot_LH_FAM002814,N,Y,,,,,,,,,,231.6181085,0.189732161,7.750096629,9.18E-15
NVIE_016330,NVIE_RS07935,hypothetical protein,2.36,3.83E-20,6.95,1.65,2.74,0.67,76G-FAM003684,Thaumi_prot_LH_FAM002818,N,N,,,,,,,,,,136.039066,0.248190213,9.527232249,1.62E-21
NVIE_016340,NVIE_RS07940,protein of unknown function,-0.35,5.81E-02,14.09,22.09,3.78,4.46,76G-FAM009831,Thaumi_prot_LH_FAM003698,N,Y,,,,,,,,,,340.5927903,0.165925412,-2.134867072,0.03277187
NVIE_016350,NVIE_RS07945,conserved protein of unknown function,1.19,6.63E-09,6.62,3.54,2.72,1.78,76G-FAM009830,Thaumi_prot_LH_FAM002818,N,Y,,,,,,,,,,148.4345699,0.195018573,6.117425953,9.51E-10
NVIE_016360,NVIE_RS07950,protein of unknown function,-0.6,1.29E-04,11.48,21.4,3.52,4.41,76G-FAM000005,Thaumi_prot_LH_FAM003103,N,Y,,,,,,,,,,320.0220322,0.144645446,-4.119707559,3.79E-05
NVIE_016370,NVIE_RS07955,2-hydroxyacid dehydrogenase,-0.84,2.99E-10,178.25,389.08,7.46,8.6,76G-FAM000168_0,Thaumi_prot_LH_FAM000194,Y,N,,,,,,,,,,10836.35109,0.126260235,-6.623348572,3.51E-11
NVIE_016380,NVIE_RS07960,50S ribosomal protein L15e,-0.25,1.62E-01,645.55,937.9,9.28,9.87,76G-FAM000984,Thaumi_prot_LH_FAM000518,N,N,,,,,,,,,,15010.76946,0.157094124,-1.620477887,0.105129661
NVIE_016390,NVIE_RS07965,exported protein of unknown function,0.04,8.64E-01,7.21,8.67,2.84,3.1,76G-FAM009828,Thaumi_prot_LH_FAM003699,N,Y,,,,,,,,,,183.7794783,0.173009305,0.234708736,0.814434807
NVIE_016400,NVIE_RS07970,conserved protein of unknown function,0.97,3.24E-06,6.78,4.21,2.72,2.07,76G-FAM003680,Thaumi_prot_LH_FAM003700,N,N,,,,,,,,,,172.3305061,0.195596283,4.959206087,7.08E-07
NVIE_016410,NVIE_RS07975,putative NAD-dependent alcohol dehydrogenase,0.72,9.77E-06,19.96,14.91,4.29,3.89,76G-FAM000733_0,Thaumi_prot_LH_FAM003701,Y,N,,,,,,,,,,699.8582662,0.151791237,4.723820943,2.31E-06
NVIE_016420,NVIE_RS07980,Putative nitroreductase family protein,0.61,4.63E-03,30.78,25.04,4.9,4.63,76G-FAM009559,Thaumi_prot_LH_FAM001600,N,Y,,,,,,,,,,707.7548652,0.195896202,3.102522768,0.001918788
NVIE_016430,NVIE_RS07985,O-methyltransferase family 2,0.75,2.47E-07,35.07,25.71,5.12,4.68,76G-FAM011355,Thaumi_prot_LH_FAM002816,N,Y,,,,,,,,,,1159.062269,0.137338317,5.46742217,4.57E-08
NVIE_016440,NVIE_RS07990,Methyltransferase type 11,-0.4,1.92E-04,15.98,25.87,3.99,4.69,76G-FAM008398,Thaumi_prot_LH_FAM000507,N,Y,,,,,,,,,,745.2927815,0.100580765,-4.020029297,5.82E-05
NVIE_016450,NVIE_RS07995,hypothetical protein,-0.05,7.80E-01,29.57,37.32,4.86,5.22,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,547.2248609,0.136959221,-0.371231984,0.710464752
NVIE_016470,NVIE_RS08005,"putative transcriptional regulator, AsnC family",-0.17,2.69E-01,307.47,422.96,8.25,8.72,76G-FAM000103_0,Thaumi_prot_LH_FAM000222,Y,N,,,,,,,,,,7039.917245,0.126275996,-1.307068928,0.191189303
NVIE_016480,NVIE_RS08010,acetylornithine and succinylornithine aminotransferase,-0.15,2.00E-01,343.4,465.7,8.42,8.86,76G-FAM000341_0,Thaumi_prot_LH_FAM000647,N,N,,,,,,,,,,19918.81696,0.09711378,-1.496112062,0.134624455
NVIE_1688,NVIE_RS08015,acetylglutamate/acetylaminoadipate kinase,-0.12,3.66E-01,312.35,415.81,8.28,8.7,76G-FAM000339,Thaumi_prot_LH_FAM000646,Y,N,,,,,,,,,,12217.53082,0.107556212,-1.085977064,0.27748914
NVIE_016490,NVIE_RS08020,N-acetyl-gamma-glutamyl-phosphate/N-acetyl- gamma-aminoadipyl-phosphate reductase,-0.1,4.03E-01,842.79,1111.8,9.72,10.12,76G-FAM000337,Thaumi_prot_LH_FAM000645,N,N,,,,,,,,,,42982.85505,0.102630167,-1.014491742,0.310348168
NVIE_016510,NVIE_RS08030,putative lysine biosynthesis protein LysW,-0.06,8.11E-01,131.01,166.62,6.96,7.35,76G-FAM000340_0,Thaumi_prot_LH_FAM000082,Y,N,,,,,,,,,,1073.026254,0.201984885,-0.320556587,0.748546441
NVIE_016520,NVIE_RS08035,argininosuccinate synthase,0.03,8.23E-01,1074.82,1291.71,10.07,10.33,76G-FAM000162,Thaumi_prot_LH_FAM000502,Y,N,,,,,,,,,,61244.56034,0.105300886,0.298977354,0.764957325
NVIE_016530,NVIE_RS08040,LysC-like protein,-0.22,9.12E-02,38.16,54.48,5.25,5.76,76G-FAM000609,Thaumi_prot_LH_FAM003157,N,N,,,,,,,,,,1328.068775,0.116357297,-1.923501827,0.054417057
NVIE_016550,NVIE_RS08045,hypothetical protein,0.14,5.51E-01,66.22,73.6,5.99,6.18,76G-FAM035276,Thaumi_prot_LH_FAM008582,N,Y,,,,,,,,,,554.1314246,0.190399001,0.745337523,0.456067703
NVIE_016560,NVIE_RS08050,hypothetical protein,0.38,8.36E-03,125.19,118.69,6.95,6.89,76G-FAM007609,Thaumi_prot_LH_FAM003159,N,Y,,,,,,,,,,4722.597417,0.13004074,2.899181356,0.003741384
NVIE_016570,NVIE_RS08055,hypothetical protein,-0.24,1.50E-01,67.38,98.2,6.06,6.61,76G-FAM002323,Thaumi_prot_LH_FAM003160,N,N,,,,,,,,,,1540.198251,0.144018167,-1.663057912,0.096300844
NVIE_016580,NVIE_RS08060,conserved membrane protein of unknown function,0.35,2.02E-03,58.84,56.41,5.87,5.81,76G-FAM004916,Thaumi_prot_LH_FAM002809,N,N,,,,,,,,,,825.5934965,0.105270135,3.366866162,0.000760276
NVIE_016590,NVIE_RS08065,protein of unknown function,0.37,1.57E-01,45.02,42.42,5.37,5.4,76G-FAM010181,Thaumi_prot_LH_FAM003702,N,Y,,,,,,,,,,1010.536199,0.224366122,1.638976757,0.101218101
NVIE_016600,NVIE_RS08070,putative Methyltransferase type 11,-0.17,2.16E-01,21.33,29.48,4.41,4.88,76G-FAM009727,Thaumi_prot_LH_FAM003703,N,Y,,,,,,,,,,863.3881908,0.117522657,-1.445687928,0.148264752
NVIE_t0250,NVIE_RS08075,tRNA-Ile,-1.41,6.66E-07,9.74,31.87,3.24,4.98,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,64.2432718,0.267198497,-5.278472576,1.30E-07
NVIE_016620,NVIE_RS08080,translation initiation factor 1a (IF-1),-0.14,1.70E-01,178.08,239.95,7.48,7.9,76G-FAM000703,Thaumi_prot_LH_FAM000421,Y,N,,,,,,,,,,2403.716807,0.085034546,-1.589904079,0.111856428
NVIE_t0260,NVIE_RS08085,tRNA-Ala,-0.79,6.45E-05,95.06,199.87,6.52,7.62,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,623.0042018,0.184015397,-4.290754235,1.78E-05
NVIE_016630,NVIE_RS08090,50S ribosomal protein L12p,-0.2,4.23E-01,7646.65,10834.38,12.84,13.38,76G-FAM000639,Thaumi_prot_LH_FAM000669,Y,N,,,,,,,,,,129666.3424,0.203688367,-0.974453714,0.329831311
NVIE_016640,NVIE_RS08095,protein of unknown function,3.36,1.71E-44,115.77,13.94,6.77,3.76,76G-FAM009825,Thaumi_prot_LH_FAM003143,N,Y,,,,,,,,,,692.6738198,0.234871905,14.29604432,2.32E-46
NVIE_016650,NVIE_RS08100,protein of unknown function,2.8,3.50E-69,139.31,24.57,7.1,4.62,76G-FAM009824,Thaumi_prot_LH_FAM003704,N,Y,,,,,,,,,,1521.677627,0.15699852,17.86601127,2.17E-71
NVIE_016660,NVIE_RS08105,acidic ribosomal protein P0 (L10p),-0.66,2.46E-09,901.41,1751.34,9.8,10.77,76G-FAM000093,Thaumi_prot_LH_FAM000671,Y,N,,,,,,,,,,48316.02493,0.105537941,-6.283724706,3.31E-10
NVIE_016670,NVIE_RS08110,50S ribosomal protein L1p,-0.83,3.24E-16,674.22,1463.39,9.39,10.51,76G-FAM000981,Thaumi_prot_LH_FAM000672,Y,N,,,,,,,,,,30854.1124,0.097116621,-8.497416504,1.94E-17
NVIE_016680,NVIE_RS08115,putative exported polysaccharide deacetylase family protein,0.31,9.29E-03,12.63,12.45,3.65,3.63,76G-FAM009718,Thaumi_prot_LH_FAM003495,N,Y,,,,,,,,,,686.9784403,0.108126773,2.863489649,0.004190025
NVIE_016690,NVIE_RS08120,"putative glycosyl transferase, family 2",0.1,3.87E-01,118.4,135.53,6.88,7.08,76G-FAM003382,Thaumi_prot_LH_FAM002654,N,N,,,,,,,,,,4753.029752,0.095901981,1.04525139,0.295906798
NVIE_016700,NVIE_RS08125,putative UDP-3-O-acylglucosamine N-acyltransferase,-0.05,6.93E-01,133.92,169.85,7.06,7.41,76G-FAM009823,Thaumi_prot_LH_FAM003705,N,Y,,,,,,,,,,3371.956216,0.095030123,-0.509812295,0.610182971
NVIE_016710,NVIE_RS08130,putative glycoside hydrolase/deacetylase family protein,-0.06,6.14E-01,165.97,211.07,7.37,7.72,76G-FAM009822,Thaumi_prot_LH_FAM003706,N,Y,,,,,,,,,,5332.071348,0.088071678,-0.632690742,0.526935617
NVIE_016730,NVIE_RS08140,Surface associated S-layer protein,-0.08,5.40E-01,223.46,289.12,7.8,8.17,76G-FAM008114,Thaumi_prot_LH_FAM002526,N,Y,,,,,,,,,,10956.94116,0.101494243,-0.763837613,0.444964019
NVIE_016740,NVIE_RS08145,surface associated S-layer protein,-0.22,9.20E-02,22693.6,32375.81,14.46,14.98,76G-FAM009821,Thaumi_prot_LH_FAM003707,N,Y,,,,,,,,,,4127528.073,0.11445031,-1.918101114,0.055098191
NVIE_016760,NVIE_RS08150,protein of unknown function,-0.01,9.70E-01,4.73,5.88,2.23,2.55,76G-FAM035278,Thaumi_prot_LH_FAM008584,N,Y,,,,,,,,,,193.572751,0.173038213,-0.052399318,0.958210518
NVIE_016770,NVIE_RS08155,protein of unknown function,-0.55,2.45E-02,18.3,32.54,4.11,5.02,76G-FAM003679,Thaumi_prot_LH_FAM002645,N,N,,,,,,,,,,231.2952184,0.218551609,-2.500215705,0.012411771
NVIE_016780,NVIE_RS08160,conserved protein of unknown function,-0.05,7.69E-01,259.96,329.36,8.01,8.36,76G-FAM003672,Thaumi_prot_LH_FAM002646,N,N,,,,,,,,,,2992.529875,0.121168251,-0.390210232,0.696381096
NVIE_016790,NVIE_RS08165,putative DNA double-strand break repair Rad50 ATPase,0.21,1.35E-01,48.45,51.29,5.58,5.67,76G-FAM003266,Thaumi_prot_LH_FAM001546,N,N,,,,,,,,,,4405.327311,0.124078293,1.718241556,0.085752565
NVIE_016800,NVIE_RS08170,putative DNA double-strand break repair protein Mre11,-0.04,7.62E-01,94.84,119.72,6.56,6.9,76G-FAM000749,Thaumi_prot_LH_FAM001545,N,N,,,,,,,,,,5193.574023,0.097608024,-0.402091171,0.68761693
NVIE_016810,NVIE_RS08175,putative RelE protein,-0.55,5.16E-02,12.77,22.61,3.55,4.48,76G-FAM000545,Thaumi_prot_LH_FAM001232,N,N,,,,,,,,,,185.8691528,0.252174055,-2.188365173,0.028643013
NVIE_1722,NVIE_RS08180,hypothetical protein,-0.11,8.33E-01,4.53,5.92,2.01,2.46,76G-FAM008809,Thaumi_prot_LH_FAM001233,N,Y,,,,,,,,,,49.74473841,0.38205698,-0.284013067,0.776400367
NVIE_016830,NVIE_RS08190,DUF87 domain-containing protein,-0.24,2.23E-02,96.6,140.16,6.59,7.12,76G-FAM000748,Thaumi_prot_LH_FAM001544,N,N,,,,,,,,,,7682.934342,0.094732373,-2.537961757,0.011150017
NVIE_016840,NVIE_RS08195,hypothetical protein,0.14,4.15E-01,50.56,56.25,5.64,5.79,76G-FAM003267,Thaumi_prot_LH_FAM001543,N,N,,,,,,,,,,1877.255055,0.140725037,0.990064121,0.322142779
NVIE_016850,NVIE_RS08200,putative FAD dependent oxidoreductase,0.21,8.30E-02,221.48,235.97,7.79,7.88,76G-FAM002447,Thaumi_prot_LH_FAM000197,N,N,,,,,,,,,,12647.62656,0.106062352,1.96989928,0.048849915
NVIE_016860,NVIE_RS08205,"DNA polymerase, family B",0.23,5.26E-03,156.38,163.53,7.29,7.35,76G-FAM000952,Thaumi_prot_LH_FAM000630,N,N,,,,,,,,,,18161.07986,0.075184074,3.059980017,0.002213518
NVIE_016870,NVIE_RS08210,putative agmatinase,0.01,9.51E-01,148.66,181.62,7.21,7.5,76G-FAM009820,Thaumi_prot_LH_FAM003242,N,Y,,,,,,,,,,5652.057392,0.099351168,0.088474325,0.92949969
NVIE_016880,NVIE_RS08215,protein of unknown function,-0.95,9.98E-05,13.01,30.98,3.63,4.94,76G-FAM003679,Thaumi_prot_LH_FAM002645,N,N,,,,,,,,,,295.4290938,0.22737674,-4.183282114,2.87E-05
NVIE_016890,NVIE_RS08220,protein of unknown function,-0.69,5.93E-07,72.01,141.44,6.14,7.14,76G-FAM003672,Thaumi_prot_LH_FAM002646,N,N,,,,,,,,,,1411.80517,0.129629011,-5.301429625,1.15E-07
NVIE_016900,NVIE_RS08225,threonine--tRNA ligase,-0.46,6.65E-08,177.56,298.8,7.47,8.22,76G-FAM000266,Thaumi_prot_LH_FAM000148,N,N,,,,,,,,,,18634.0656,0.080313834,-5.71217595,1.12E-08
NVIE_016910,NVIE_RS08230,hypothetical protein,-0.34,4.88E-02,152.51,235.65,7.21,7.87,76G-FAM002117,Thaumi_prot_LH_FAM000151,Y,N,,,,,,,,,,1655.874596,0.152897036,-2.21532263,0.026737928
NVIE_016940,NVIE_RS08240,exported protein of unknown function,0.05,8.10E-01,18.72,22.22,4.21,4.45,76G-FAM035281,Thaumi_prot_LH_FAM008585,N,Y,,,,,,,,,,531.0175849,0.146917757,0.325805458,0.744571549
NVIE_016960,NVIE_RS08245,exported protein of unknown function,-0.25,1.42E-01,348.49,504.54,8.41,8.97,76G-FAM009705,Thaumi_prot_LH_FAM003708,N,Y,,,,,,,,,,13985.89916,0.145697031,-1.69352645,0.090355305
NVIE_016970,NVIE_RS08250,putative small-conductance mechanosensitive ion channel,0.35,1.10E-02,7.9,7.6,2.98,2.92,76G-FAM009819,Thaumi_prot_LH_FAM001584,N,Y,,,,,,,,,,315.9709603,0.126498993,2.805889448,0.00501779
NVIE_016980,NVIE_RS08255,protein of unknown function,-0.21,2.49E-01,12.61,17.77,3.64,4.14,76G-FAM004121,Thaumi_prot_LH_FAM003709,N,N,,,,,,,,,,326.4078104,0.151242893,-1.356796952,0.174845736
NVIE_017000,NVIE_RS08265,conserved protein of unknown function,1.06,4.23E-11,41.87,24.64,5.37,4.6,76G-FAM009703,Thaumi_prot_LH_FAM002637,N,Y,,,,,,,,,,496.0998414,0.152543561,6.92047453,4.50E-12
NVIE_017010,NVIE_RS08270,hypothetical protein,0.36,7.55E-03,315.06,300.64,8.29,8.22,76G-FAM001591_0,Thaumi_prot_LH_FAM000595,Y,N,,,,,,,,,,4002.184835,0.123177031,2.9350747,0.003334674
NVIE_017020,NVIE_RS08275,hypothetical protein,-0.29,1.41E-02,162.56,244.76,7.33,7.93,76G-FAM002423,Thaumi_prot_LH_FAM000812,N,N,,,,,,,,,,5465.693474,0.108416111,-2.714004918,0.006647518
NVIE_017040,NVIE_RS08280,hypothetical protein,0.9,1.38E-10,186.57,123.11,7.53,6.93,76G-FAM007516,Thaumi_prot_LH_FAM000703,N,Y,,,,,,,,,,2383.231699,0.133316432,6.744740444,1.53E-11
NVIE_017050,NVIE_RS08285,putative Fe(II) trafficking protein YggX,-0.44,5.47E-06,587.78,974.19,9.2,9.93,76G-FAM002811,Thaumi_prot_LH_FAM001750,Y,N,,,,,,,,,,8410.383106,0.090280235,-4.847844134,1.25E-06
NVIE_017060,NVIE_RS08290,hypothetical protein,-0.34,2.36E-03,327.09,508.68,8.35,8.99,76G-FAM007510,Thaumi_prot_LH_FAM000813,N,Y,,,,,,,,,,8512.106361,0.10365265,-3.320432869,0.00089878
NVIE_017070,NVIE_RS08295,adenylosuccinate synthase,-0.37,2.12E-02,103.94,165.01,6.68,7.34,76G-FAM000394,Thaumi_prot_LH_FAM000814,Y,N,,,,,,,,,,5554.439806,0.145488119,-2.556722747,0.01056634
NVIE_017080,NVIE_RS08300,hypothetical protein,-0.54,2.61E-03,18.94,33.73,4.23,5.06,76G-FAM009817,Thaumi_prot_LH_FAM003243,N,Y,,,,,,,,,,347.7757094,0.163496757,-3.287227414,0.001011791
NVIE_017090,NVIE_RS08305,hypothetical protein,-0.4,2.55E-04,124.06,200.93,6.94,7.65,76G-FAM002642,Thaumi_prot_LH_FAM000815,Y,N,,,,,,,,,,4676.552458,0.1025267,-3.945306507,7.97E-05
NVIE_017100,NVIE_RS08310,orotidine 5'-phosphate decarboxylase,-0.44,5.59E-04,38.53,64.37,5.26,6,76G-FAM001922,Thaumi_prot_LH_FAM000816,Y,N,,,,,,,,,,1621.789839,0.118638763,-3.732576825,0.000189531
NVIE_017110,NVIE_RS08315,putative NUDIX hydrolase,-0.05,7.26E-01,98.25,124.77,6.61,6.96,76G-FAM000953,Thaumi_prot_LH_FAM000817,N,N,,,,,,,,,,2040.670196,0.112369139,-0.45995165,0.645550926
NVIE_017130,NVIE_RS08320,protein of unknown function DUF373,0.04,8.21E-01,400.06,480.49,8.63,8.89,76G-FAM000271,Thaumi_prot_LH_FAM000819,Y,N,,,,,,,,,,21835.53163,0.129981115,0.302595015,0.762198514
NVIE_017140,NVIE_RS08325,"ribosomal RNA large subunit, methyltransferase E",0.36,1.84E-02,173.49,166.62,7.43,7.36,76G-FAM000281,Thaumi_prot_LH_FAM000372,N,N,,,,,,,,,,4296.878037,0.138508177,2.61344901,0.008963346
NVIE_017150,NVIE_RS08335,putative glyoxalase/bleomycin resistance domain protein,0.79,1.07E-13,300.17,213.19,8.22,7.73,76G-FAM002507,Thaumi_prot_LH_FAM001756,N,N,,,,,,,,,,4077.455483,0.101745646,7.763244905,8.28E-15
NVIE_017160,NVIE_RS08340,4-hydroxybutyryl-CoA dehydratase,-0.15,1.65E-01,750.4,1023.03,9.55,10,76G-FAM002043,Thaumi_prot_LH_FAM000014,Y,Y,,,,,,,,,,56289.98699,0.091745353,-1.607534905,0.107937079
NVIE_017170,NVIE_RS08345,"putative alpha/beta hydrolase fold, putative lipase",0.01,9.32E-01,32.95,40.08,5.04,5.32,76G-FAM003384,Thaumi_prot_LH_FAM000718,N,N,,,,,,,,,,1221.718982,0.104945915,0.121096587,0.903614533
NVIE_017180,NVIE_RS08350,hypothetical protein,0.89,1.29E-10,131.71,87.26,7.03,6.44,76G-FAM001560,Thaumi_prot_LH_FAM003245,N,N,,,,,,,,,,2698.859445,0.132088381,6.755037649,1.43E-11
NVIE_017190,NVIE_RS08355,putative transposase IS605 OrfB family,-0.94,6.73E-11,45.78,107.13,5.49,6.73,76G-FAM003434,Thaumi_prot_LH_FAM003237,N,N,,,,,,,,,,2368.915909,0.137078114,-6.852068568,7.28E-12
