Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains
NFRAN_RS06460,NFRAN_1565,DDE-type integrase/transposase/recombinase,-0.14,9.03E-01,0.49,0.8,#NUM!,-0.55,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS06465,NFRAN_1566,NAD(P)-binding protein,-0.04,8.07E-01,13.24,20.09,3.72,4.32,76G-FAM007383,Thaumi_prot_LH_FAM013227,N,Y,,
NFRAN_RS06470,NFRAN_TRNA16,tRNA-Pro,0.21,6.71E-01,20.92,26.07,4.3,4.55,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS06475,NFRAN_1567,Lrp/AsnC family transcriptional regulator,0.32,5.71E-05,411.01,482.53,8.67,8.91,76G-FAM007548,Thaumi_prot_LH_FAM000699,Y,Y,,
NFRAN_RS06480,NFRAN_1568,aldo/keto reductase,0.68,2.42E-08,769.56,704.77,9.57,9.46,76G-FAM005738,Thaumi_prot_LH_FAM000700,N,Y,,
NFRAN_RS06485,NFRAN_1569,DUF1802 family protein,0.23,5.46E-02,175.42,219.33,7.44,7.77,76G-FAM007572,Thaumi_prot_LH_FAM001297,N,Y,,
NFRAN_RS06490,NFRAN_1570,chlorite dismutase family protein,-0.14,1.95E-01,59.75,96.6,5.89,6.59,76G-FAM003636,Thaumi_prot_LH_FAM000780,N,N,,
NFRAN_RS06495,NFRAN_1571,hypothetical protein,0.22,1.22E-01,103.68,131.26,6.68,7.03,76G-FAM010502,Thaumi_prot_LH_FAM004098,N,Y,,
NFRAN_RS06500,NFRAN_1572,Fe-S cluster assembly ATPase SufC,-0.05,7.53E-01,160.12,243.04,7.29,7.92,76G-FAM000031_2,Thaumi_prot_LH_FAM000778,N,N,,
NFRAN_RS06505,NFRAN_1573,plastocyanin/azurin family copper-binding protein,0.08,4.66E-01,954.31,1317.08,9.88,10.36,76G-FAM002825_0,Thaumi_prot_LH_FAM000003_0,Y,N,,
NFRAN_RS06510,NFRAN_1574,hypothetical protein,-0.88,6.36E-07,171.8,467.22,7.38,8.86,76G-FAM008093,Thaumi_prot_LH_FAM002114,N,Y,,
NFRAN_RS06515,NFRAN_1575,hypothetical protein,0.12,3.72E-01,41.29,55.75,5.36,5.79,76G-FAM008076,Thaumi_prot_LH_FAM001051,N,Y,,
NFRAN_RS06520,NFRAN_1576,type I glutamate--ammonia ligase,0.01,9.37E-01,414.29,605.38,8.69,9.24,76G-FAM000723_0,Thaumi_prot_LH_FAM001050,Y,N,,
NFRAN_RS06525,NFRAN_TRNA17,tRNA-Val,-0.46,9.67E-03,151.5,301.84,7.2,8.23,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS06530,NFRAN_1577,NADH-quinone oxidoreductase subunit NuoB,0.38,1.02E-02,27.82,31.9,4.79,4.99,76G-FAM001556,Thaumi_prot_LH_FAM001430,Y,N,,
NFRAN_RS06535,NFRAN_1578,NADH-quinone oxidoreductase subunit C,0.21,1.28E-01,17.13,21.91,4.09,4.45,76G-FAM000971,Thaumi_prot_LH_FAM001429,Y,N,,
NFRAN_RS06540,NFRAN_1579,hydrogenase 4 subunit F,-0.29,2.69E-01,1.55,2.82,0.63,1.48,76G-FAM003455,Thaumi_prot_LH_FAM001428,N,N,,
NFRAN_RS06545,NFRAN_1580,hypothetical protein,-0.4,5.11E-01,1.28,2.38,0.06,1.1,76G-FAM003456,Thaumi_prot_LH_FAM001427,N,N,,
NFRAN_RS06550,NFRAN_1581,NADH-quinone oxidoreductase subunit H,-0.57,1.24E-01,1.89,4.2,0.79,2.06,76G-FAM003457,Thaumi_prot_LH_FAM001426,N,N,,
NFRAN_RS06555,NFRAN_1582,proton-conducting transporter membrane subunit,-0.68,7.78E-02,1.79,4.38,0.67,2.09,76G-FAM003458,Thaumi_prot_LH_FAM001425,N,N,,
NFRAN_RS06560,NFRAN_1583,hypothetical protein,0.05,8.68E-01,11.53,16.62,3.47,4.05,76G-FAM003459,Thaumi_prot_LH_FAM003566,N,N,,
NFRAN_RS06565,NFRAN_1584,hypothetical protein,-0.13,7.97E-01,6.83,10.61,2.53,3.32,76G-FAM007812,Thaumi_prot_LH_FAM000271,N,Y,,
NFRAN_RS06575,NFRAN_1588,SLC13 family permease,0.58,4.24E-02,2.02,2.02,1,0.99,76G-FAM007464,Thaumi_prot_LH_FAM002443,N,Y,,
NFRAN_RS06580,NFRAN_1591,hypothetical protein,1.53,1.18E-14,461.97,234.78,8.78,7.84,76G-FAM011167,Thaumi_prot_LH_FAM004872,N,Y,,
NFRAN_RS06585,0,hypothetical protein,0.2,7.07E-01,3.8,4.83,1.92,2.16,76G-FAM035617,Thaumi_prot_LH_FAM013229,N,Y,,
NFRAN_RS13755,NFRAN_1593,hypothetical protein,0.77,7.93E-05,56.46,48.89,5.81,5.57,#N/A,Thaumi_prot_LH_FAM013230,#N/A,#N/A,,
NFRAN_RS06590,NFRAN_1594,hypothetical protein,0.45,3.25E-01,8.72,9.22,3,3.04,76G-FAM008781,Thaumi_prot_LH_FAM002617,N,Y,,
NFRAN_RS06600,NFRAN_1598,hypothetical protein,0.78,3.07E-01,2.4,2.18,0.98,0.84,76G-FAM011170,Thaumi_prot_LH_FAM004874,N,Y,,
NFRAN_RS06605,NFRAN_1599,patatin-like phospholipase family protein,0.25,3.64E-03,85.84,105.97,6.41,6.73,76G-FAM009177,Thaumi_prot_LH_FAM003498,N,Y,,
NFRAN_RS06610,NFRAN_1601,glycoside hydrolase family 3 N-terminal domain-containing protein,0.5,2.87E-06,182.44,189.63,7.51,7.56,76G-FAM005436,Thaumi_prot_LH_FAM013231,N,Y,,
NFRAN_RS06615,NFRAN_1602,VOC family protein,0.08,5.15E-01,123.02,170.56,6.93,7.41,76G-FAM008554,Thaumi_prot_LH_FAM001700,N,Y,,
NFRAN_RS06620,NFRAN_1603,CHRD domain-containing protein,0.68,1.51E-06,366.49,336.58,8.49,8.39,76G-FAM001736,Thaumi_prot_LH_FAM004342,N,Y,,
NFRAN_RS06630,NFRAN_1605,hypothetical protein,0.11,4.57E-01,40.51,54.56,5.31,5.76,76G-FAM010641,Thaumi_prot_LH_FAM004233,N,Y,,
NFRAN_RS06635,NFRAN_1606,DUF6544 family protein,-0.19,1.67E-01,52.15,86.96,5.68,6.44,76G-FAM010640,Thaumi_prot_LH_FAM004232,N,Y,,
NFRAN_RS06640,NFRAN_1607,response regulator,1.35,2.61E-10,28.12,16.14,4.75,3.98,76G-FAM009972,Thaumi_prot_LH_FAM003538,N,Y,,
NFRAN_RS06645,NFRAN_1608,hypothetical protein,0.12,3.82E-01,33.3,44.96,5.05,5.49,76G-FAM010500,Thaumi_prot_LH_FAM004096,N,Y,,
NFRAN_RS06650,NFRAN_1609,hypothetical protein,3.9,4.14E-23,539.33,52.91,8.98,5.57,76G-FAM011109,Thaumi_prot_LH_FAM001423,N,Y,,
NFRAN_RS06655,NFRAN_1611,transcription initiation factor IIB family protein,2.76,1.36E-17,76.43,17,6.23,3.99,76G-FAM000279_0,Thaumi_prot_LH_FAM000723_0,Y,N,,
NFRAN_RS06660,NFRAN_1612,response regulator,1.29,9.57E-10,14.75,9.02,3.88,3.15,76G-FAM011090,Thaumi_prot_LH_FAM004666,N,Y,,
NFRAN_RS06665,NFRAN_1614,YsnF/AvaK domain-containing protein,0.91,3.24E-06,47,36.99,5.51,5.19,76G-FAM003660,Thaumi_prot_LH_FAM002553,N,N,,
NFRAN_RS06670,NFRAN_1615,hypothetical protein,0.19,5.28E-01,15.22,19.16,3.81,4.23,76G-FAM010769,Thaumi_prot_LH_FAM004353,N,Y,,
NFRAN_RS06675,NFRAN_1616,hypothetical protein,0.03,9.12E-01,18.02,25.8,4.14,4.67,76G-FAM011068,Thaumi_prot_LH_FAM004257,N,Y,,
NFRAN_RS06680,NFRAN_1617,GNAT family N-acetyltransferase,-0.59,6.57E-07,56.06,123.94,5.79,6.95,76G-FAM010481,Thaumi_prot_LH_FAM004081,N,Y,,
NFRAN_RS06685,NFRAN_1618,hypothetical protein,1.42,6.72E-03,5.34,2.99,2.27,1.45,76G-FAM010768,Thaumi_prot_LH_FAM004352,N,Y,,
NFRAN_RS06690,NFRAN_1619,hypothetical protein,-0.96,8.30E-02,1.61,4.6,0.27,2.13,76G-FAM010380,Thaumi_prot_LH_FAM004825,N,Y,,
NFRAN_RS06695,NFRAN_1620,sporulation protein Cse60,1.18,9.70E-02,2.58,1.66,1.28,0.35,76G-FAM010711,Thaumi_prot_LH_FAM004292,N,Y,,
NFRAN_RS06700,NFRAN_1621,hypothetical protein,-0.3,2.87E-01,43.64,80.37,5.39,6.3,76G-FAM010599,Thaumi_prot_LH_FAM004196,N,Y,,
NFRAN_RS06705,NFRAN_1622,ATP-binding protein,-0.19,1.50E-01,14.84,24.95,3.89,4.63,76G-FAM009710,Thaumi_prot_LH_FAM002722,N,Y,,
NFRAN_RS06710,NFRAN_1623,hypothetical protein,1.03,9.59E-07,67.21,48.34,6.01,5.56,76G-FAM010234,Thaumi_prot_LH_FAM003106,N,Y,,
NFRAN_RS06715,NFRAN_1624,hypothetical protein,0.49,1.23E-02,50.42,51.86,5.59,5.68,76G-FAM010786,Thaumi_prot_LH_FAM004365,N,Y,,
NFRAN_RS06720,NFRAN_1625,NAD(P)H-dependent oxidoreductase,-0.21,1.59E-01,49.73,83.63,5.6,6.38,76G-FAM008623,Thaumi_prot_LH_FAM001915,N,Y,,
NFRAN_RS06730,NFRAN_1627,DsbA family protein,0.09,6.83E-01,18.93,25.98,4.2,4.69,76G-FAM004903_0,Thaumi_prot_LH_FAM000133_0,N,N,,
NFRAN_RS06735,0,hypothetical protein,-0.05,9.05E-01,7.07,10.9,2.77,3.37,76G-FAM004904,Thaumi_prot_LH_FAM000132,N,N,,
NFRAN_RS06740,NFRAN_1630,hypothetical protein,-0.75,7.83E-08,123.58,303.19,6.91,8.24,76G-FAM010443,Thaumi_prot_LH_FAM003735,N,Y,,
NFRAN_RS14130,NFRAN_1631,hypothetical protein,1.05,1.81E-07,82.81,59.74,6.35,5.89,#N/A,Thaumi_prot_LH_FAM003080,#N/A,#N/A,,
NFRAN_RS14135,NFRAN_1632,nitroreductase family protein,0.87,1.01E-08,88.61,71.79,6.45,6.16,#N/A,Thaumi_prot_LH_FAM013233,#N/A,#N/A,,
NFRAN_RS06750,NFRAN_1634,hypothetical protein,-0.92,4.52E-04,8.53,23.37,3.02,4.52,76G-FAM035621,Thaumi_prot_LH_FAM013234,N,Y,,
NFRAN_RS06755,NFRAN_1635,hypothetical protein,-0.95,4.28E-06,4.95,14.21,2.3,3.82,76G-FAM010466,Thaumi_prot_LH_FAM004066,N,Y,,
NFRAN_RS13760,NFRAN_1636,hypothetical protein,0.98,1.01E-03,77.36,57.06,6.17,5.75,#N/A,Thaumi_prot_LH_FAM003951,#N/A,#N/A,,
NFRAN_RS06760,NFRAN_1638,hypothetical protein,0.82,8.29E-03,30.92,25.29,4.79,4.65,76G-FAM035622,Thaumi_prot_LH_FAM013235,N,Y,,
NFRAN_RS06765,NFRAN_1639,hypothetical protein,0.89,2.01E-02,11.53,9.19,3.37,3.15,76G-FAM010763,Thaumi_prot_LH_FAM003097,N,Y,,
NFRAN_RS06770,NFRAN_1640,trypsin-like peptidase domain-containing protein,-0.11,2.80E-01,64.98,102.8,6.01,6.68,76G-FAM000038_0,Thaumi_prot_LH_FAM000667,Y,N,,
NFRAN_RS06775,NFRAN_1641,YHS domain-containing protein,0.19,4.68E-01,141.14,186.09,7.1,7.53,76G-FAM000666,Thaumi_prot_LH_FAM002002,N,N,,
NFRAN_RS06780,NFRAN_1642,winged helix-turn-helix transcriptional regulator,1.42,8.26E-12,237.87,134.64,7.85,7.07,76G-FAM007480,Thaumi_prot_LH_FAM002053,N,Y,,
NFRAN_RS06790,NFRAN_1644,heavy metal translocating P-type ATPase,0.37,1.73E-02,62.96,72.62,5.96,6.18,76G-FAM001010,Thaumi_prot_LH_FAM002248,N,N,,
NFRAN_RS06795,NFRAN_1645,sialidase family protein,-0.22,5.12E-02,191.19,327.17,7.56,8.35,76G-FAM010223,Thaumi_prot_LH_FAM002763,N,Y,,
NFRAN_RS06800,NFRAN_1646,YCF48-related protein,0.38,1.45E-03,55.16,62.47,5.78,5.96,76G-FAM010461,Thaumi_prot_LH_FAM004061,N,Y,,
NFRAN_RS06805,NFRAN_1647,TetR/AcrR family transcriptional regulator,0.76,2.56E-01,1.33,1.13,0.25,-0.22,76G-FAM009792,Thaumi_prot_LH_FAM003831,N,Y,,
NFRAN_RS06810,NFRAN_1648,oleate hydratase,0.19,7.55E-01,3.01,3.74,1.41,1.76,76G-FAM035623,Thaumi_prot_LH_FAM013236,N,Y,,
NFRAN_RS06815,NFRAN_1649,hypothetical protein,-0.07,7.87E-01,14.53,22.36,3.83,4.48,76G-FAM035624,Thaumi_prot_LH_FAM013237,N,Y,,
NFRAN_RS06820,NFRAN_1650,hypothetical protein,0.24,3.05E-01,13.21,16.74,3.71,4.05,76G-FAM035625,Thaumi_prot_LH_FAM013238,N,Y,,
NFRAN_RS14340,NFRAN_1651,putative glycolipid-binding domain-containing protein,-0.26,5.43E-01,7.14,12.13,2.59,3.58,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS14345,NFRAN_1652,putative glycolipid-binding domain-containing protein,-0.2,7.47E-01,4.29,6.97,1.83,2.69,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS06835,NFRAN_1653,DDE-type integrase/transposase/recombinase,-0.86,7.34E-01,0.12,0.28,#NUM!,#NUM!,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS06840,NFRAN_1654,hypothetical protein,-0.76,8.82E-05,22.06,54.07,4.41,5.74,76G-FAM010752,Thaumi_prot_LH_FAM004527,N,Y,,
NFRAN_RS06845,NFRAN_1655,FkbM family methyltransferase,-0.06,8.40E-01,5.02,7.8,2.29,2.95,76G-FAM011113,Thaumi_prot_LH_FAM002899,N,Y,,
NFRAN_RS06850,NFRAN_1657,pyridoxamine 5'-phosphate oxidase family protein,0.3,2.07E-02,97.19,115.23,6.58,6.85,76G-FAM001130_0,Thaumi_prot_LH_FAM000394,Y,N,,
NFRAN_RS06855,NFRAN_1658,hypothetical protein,-0.4,7.76E-03,16.5,31.79,4.03,4.98,76G-FAM011111,Thaumi_prot_LH_FAM004818,N,Y,,
NFRAN_RS06860,NFRAN_1659,hypothetical protein,-0.04,8.18E-01,54.23,81.22,5.74,6.33,76G-FAM035628,Thaumi_prot_LH_FAM013241,N,Y,,
NFRAN_RS06865,NFRAN_1660,SLC13 family permease,0.29,1.46E-01,4.06,4.94,2.02,2.3,76G-FAM000710,Thaumi_prot_LH_FAM002632,N,N,,
NFRAN_RS06870,NFRAN_1661,VOC family protein,0.25,3.74E-01,30.3,36.98,4.83,5.2,76G-FAM035629,Thaumi_prot_LH_FAM013242,N,Y,,
NFRAN_RS06875,NFRAN_1662,CDGSH iron-sulfur domain-containing protein,-0.29,6.95E-01,2.67,5.01,1.22,2.13,76G-FAM002015,Thaumi_prot_LH_FAM003125,N,N,,
NFRAN_RS06880,NFRAN_1663,ferritin-like domain-containing protein,0.05,9.37E-01,212.66,317.84,7.57,8.29,76G-FAM001044,Thaumi_prot_LH_FAM003015,N,N,,
NFRAN_RS06885,NFRAN_1664,DDE-type integrase/transposase/recombinase,0.04,9.85E-01,0.24,0.3,#NUM!,#NUM!,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS06890,0,hypothetical protein,-3.41,3.45E-01,0,0.43,#NUM!,#NUM!,76G-FAM011552,Thaumi_prot_LH_FAM005649,N,Y,,
NFRAN_RS06895,NFRAN_1665,pirin family protein,0.94,5.74E-09,102.54,78.38,6.63,6.29,76G-FAM004794,Thaumi_prot_LH_FAM002359,N,N,,
NFRAN_RS06900,NFRAN_1666,helix-turn-helix domain-containing protein,-0.35,2.66E-01,7.35,13.94,2.82,3.77,76G-FAM001357,Thaumi_prot_LH_FAM001380,N,N,,
NFRAN_RS06905,NFRAN_1667,hypothetical protein,-0.32,2.14E-01,10.62,19.13,3.34,4.25,76G-FAM010545,Thaumi_prot_LH_FAM004145,N,Y,,
NFRAN_RS06910,NFRAN_1668,hypothetical protein,-0.61,2.80E-02,24.66,53.83,4.49,5.74,76G-FAM035630,Thaumi_prot_LH_FAM013243,N,Y,,
NFRAN_RS06915,NFRAN_1669,DEAD/DEAH box helicase,-0.23,3.84E-02,75.99,130.26,6.23,7.02,76G-FAM000131,Thaumi_prot_LH_FAM000961,N,N,,
NFRAN_RS06920,NFRAN_1670,zinc ABC transporter substrate-binding protein,-0.74,9.03E-08,10.93,26.61,3.42,4.73,76G-FAM007800,Thaumi_prot_LH_FAM001793,N,Y,,
NFRAN_RS06925,NFRAN_1671,metal ABC transporter permease,-0.27,3.41E-01,6.04,10.38,2.48,3.36,76G-FAM003017,Thaumi_prot_LH_FAM000577,N,N,,
NFRAN_RS06930,NFRAN_1673,nickel-responsive regulator 1,-0.21,3.05E-01,38.4,66.28,5.24,6.04,76G-FAM002277,Thaumi_prot_LH_FAM000579,Y,N,,
NFRAN_RS06935,NFRAN_TRNA18,tRNA-Thr,-1.15,2.47E-03,10.74,34.35,3.34,5.07,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS06940,NFRAN_1674,hypothetical protein,-0.13,5.39E-01,97.25,157.66,6.58,7.29,76G-FAM010214,Thaumi_prot_LH_FAM002798,N,Y,,
NFRAN_RS06945,NFRAN_1675,LSM domain-containing protein,-0.47,2.26E-02,41.13,82.66,5.31,6.35,76G-FAM000322_0,Thaumi_prot_LH_FAM000024,Y,N,,
NFRAN_RS06950,NFRAN_1676,hypothetical protein,-0.51,2.39E-05,270.59,570.06,8.07,9.15,76G-FAM010547,Thaumi_prot_LH_FAM004147,N,Y,,
NFRAN_RS06955,NFRAN_1678,glycosyltransferase 4 family protein,-0.14,2.83E-01,47.61,76.88,5.56,6.25,76G-FAM000873,Thaumi_prot_LH_FAM000960,N,N,,
NFRAN_RS13765,NFRAN_1679,hypothetical protein,0.63,2.50E-02,15.13,14.69,3.9,3.85,#N/A,Thaumi_prot_LH_FAM004148,#N/A,#N/A,,
NFRAN_RS06960,NFRAN_1681,phosphate uptake regulator PhoU,-0.91,1.40E-10,16.09,44.12,3.97,5.46,76G-FAM000600,Thaumi_prot_LH_FAM000973,Y,N,,
NFRAN_RS06965,NFRAN_1682,P-II family nitrogen regulator,0.45,4.74E-05,99.77,106.91,6.62,6.74,76G-FAM001710_0,Thaumi_prot_LH_FAM001030_0,N,N,,
NFRAN_RS06970,NFRAN_1683,winged helix-turn-helix domain-containing protein,-0.78,5.43E-03,36.19,92.22,5.04,6.52,76G-FAM001591_0,Thaumi_prot_LH_FAM001524,Y,N,,
NFRAN_RS06975,NFRAN_1684,universal stress protein,-0.5,2.44E-05,96.61,201.64,6.59,7.65,76G-FAM001480_0,Thaumi_prot_LH_FAM000499_0,N,N,,
NFRAN_RS06980,NFRAN_1685,winged helix-turn-helix domain-containing protein,-0.86,8.32E-03,7.7,20.46,2.83,4.35,#N/A,Thaumi_prot_LH_FAM001524,#N/A,#N/A,,
NFRAN_RS06985,NFRAN_1686,DUF4364 family protein,-0.81,6.67E-06,249.24,650.08,7.92,9.34,76G-FAM001591_0,Thaumi_prot_LH_FAM001524,Y,N,,
NFRAN_RS06990,NFRAN_1687,orc1/cdc6 family replication initiation protein,-0.01,9.16E-01,121.72,180.85,6.92,7.5,76G-FAM000592,Thaumi_prot_LH_FAM001038,N,N,,
NFRAN_RS06995,NFRAN_1689,hypothetical protein,0.47,2.78E-03,214.82,226.01,7.7,7.81,76G-FAM000608,Thaumi_prot_LH_FAM001037,N,N,,
NFRAN_RS07000,NFRAN_1690,hypothetical protein,-0.06,7.32E-01,16.17,24.77,4,4.62,76G-FAM010549,Thaumi_prot_LH_FAM004149,N,Y,,
NFRAN_RS07005,NFRAN_1691,hypothetical protein,0.06,9.37E-01,1.79,2.43,0.55,1.17,76G-FAM008079,Thaumi_prot_LH_FAM001034,N,Y,,
NFRAN_RS07010,NFRAN_1692,geranylgeranylglyceryl/heptaprenylglyceryl phosphate synthase,-0.57,2.78E-04,39.94,86.25,5.27,6.43,76G-FAM000214,Thaumi_prot_LH_FAM001033,N,N,,
NFRAN_RS07015,NFRAN_1693,DNA polymerase II large subunit,-0.5,6.21E-05,50.68,104.56,5.63,6.71,76G-FAM000215,Thaumi_prot_LH_FAM001032,N,N,,
NFRAN_RS07020,NFRAN_1694,DNA-directed DNA polymerase II small subunit,0.23,5.24E-02,219.13,274.99,7.76,8.1,76G-FAM000593,Thaumi_prot_LH_FAM001039,N,N,,
NFRAN_RS07025,NFRAN_1695,stage II sporulation protein M,0.25,4.81E-01,8.78,11.14,3.04,3.46,76G-FAM000810,Thaumi_prot_LH_FAM001040,Y,Y,,
NFRAN_RS07030,NFRAN_1696,4Fe-4S binding protein,0.24,5.49E-02,4589.71,5640.04,12.13,12.46,76G-FAM007776,Thaumi_prot_LH_FAM000173,Y,Y,,
NFRAN_RS07035,NFRAN_1697,"precorrin-6y C5,15-methyltransferase (decarboxylating) subunit CbiE",-0.05,7.59E-01,75.77,115.23,6.23,6.85,76G-FAM007474,Thaumi_prot_LH_FAM001041,N,Y,,
NFRAN_RS07040,NFRAN_1698,DUF192 domain-containing protein,0.13,5.50E-01,27.61,37.56,4.76,5.23,76G-FAM001026,Thaumi_prot_LH_FAM000641,Y,N,,
NFRAN_RS07045,NFRAN_1699,acetate--CoA ligase,-0.21,7.64E-02,224.99,383.73,7.8,8.58,76G-FAM001567_0,Thaumi_prot_LH_FAM001381,N,N,,
NFRAN_RS07050,NFRAN_1700,winged helix-turn-helix domain-containing protein,-0.07,5.14E-01,1148.62,1761.44,10.15,10.78,76G-FAM001591_0,Thaumi_prot_LH_FAM001524,Y,N,,
NFRAN_RS07055,NFRAN_1701,CdvA-like protein,-0.85,3.19E-08,403.14,1077.4,8.63,10.07,76G-FAM008447,Thaumi_prot_LH_FAM000163,N,Y,,
NFRAN_RS07060,NFRAN_1702,FAD-dependent thymidylate synthase,-0.4,3.07E-07,48.93,94.49,5.61,6.56,76G-FAM007499,Thaumi_prot_LH_FAM000161,Y,Y,,
NFRAN_RS07065,NFRAN_1703,flap endonuclease-1,0.42,1.45E-03,51.98,56.87,5.69,5.82,76G-FAM000199,Thaumi_prot_LH_FAM000165,Y,N,,
NFRAN_RS07070,NFRAN_1704,SDR family oxidoreductase,0.19,8.23E-02,253.77,326.73,7.98,8.35,76G-FAM000690_0,Thaumi_prot_LH_FAM000716_0,Y,N,,
NFRAN_RS07075,0,hypothetical protein,0.42,1.88E-01,9.25,10.16,3.14,3.33,76G-FAM035631,Thaumi_prot_LH_FAM013244,N,Y,,
NFRAN_RS07080,NFRAN_1710,arginase family protein,-0.39,2.47E-03,14.99,28.79,3.89,4.85,76G-FAM001557,Thaumi_prot_LH_FAM000753,Y,N,,
NFRAN_RS07085,NFRAN_1711,VTT domain-containing protein,-0.69,2.40E-02,3.76,8.64,1.76,3.11,76G-FAM000250,Thaumi_prot_LH_FAM000392,N,N,,
NFRAN_RS07090,NFRAN_1712,hypothetical protein,-0.99,2.22E-06,631.85,1838.35,9.23,10.82,76G-FAM010550,Thaumi_prot_LH_FAM004150,N,Y,,
NFRAN_RS07095,NFRAN_1713,hypothetical protein,-0.3,1.56E-01,56.63,101.11,5.75,6.65,76G-FAM010555,Thaumi_prot_LH_FAM004155,N,Y,,
NFRAN_RS07100,NFRAN_1716,hypothetical protein,0.38,2.13E-03,1810.71,2023.24,10.79,10.98,76G-FAM010419_0,Thaumi_prot_LH_FAM004011_0,N,Y,,
NFRAN_RS07105,NFRAN_1720,endonuclease V,-0.32,4.77E-01,3.59,6.82,1.69,2.74,76G-FAM000335,Thaumi_prot_LH_FAM003210,N,N,,
NFRAN_RS07115,NFRAN_1722,hypothetical protein,2.07,2.88E-01,0.74,0.25,#NUM!,#NUM!,76G-FAM035633,Thaumi_prot_LH_FAM013245,N,Y,,
NFRAN_RS07120,NFRAN_1723,secondary thiamine-phosphate synthase enzyme YjbQ,0.3,1.20E-01,23.67,28.65,4.56,4.82,76G-FAM000259,Thaumi_prot_LH_FAM000564,N,N,,
NFRAN_RS07125,NFRAN_1724,hypothetical protein,-0.38,7.99E-02,18.12,34.39,4.15,5.07,76G-FAM035634,Thaumi_prot_LH_FAM013246,N,Y,,
NFRAN_RS07130,NFRAN_1725,type II toxin-antitoxin system death-on-curing family toxin,-0.02,9.58E-01,4.26,6.27,1.99,2.62,76G-FAM009655,Thaumi_prot_LH_FAM005575,N,Y,,
NFRAN_RS07135,NFRAN_1727,TOPRIM nucleotidyl transferase/hydrolase domain-containing protein,-1.18,2.59E-02,0.57,1.91,-0.84,0.78,76G-FAM035635,Thaumi_prot_LH_FAM013247,N,Y,,
NFRAN_RS07140,NFRAN_1728,hypothetical protein,-0.37,4.06E-03,191.57,359.33,7.54,8.49,76G-FAM035636,Thaumi_prot_LH_FAM013248,N,Y,,
NFRAN_RS07145,NFRAN_1729,S8 family peptidase,0.26,2.91E-02,72.04,89.02,6.17,6.48,76G-FAM035637,Thaumi_prot_LH_FAM013249,N,Y,,
NFRAN_RS07150,NFRAN_1730,ATP-binding protein,0.46,2.40E-04,94.18,101.78,6.55,6.66,76G-FAM035638,Thaumi_prot_LH_FAM013250,N,Y,,
NFRAN_RS07160,NFRAN_1732,hypothetical protein,-0.1,7.68E-01,6.7,10.66,2.68,3.4,76G-FAM035640,Thaumi_prot_LH_FAM013252,N,Y,,
NFRAN_RS07165,NFRAN_1734,SIR2 family protein,-0.15,2.93E-01,24.69,40.28,4.62,5.32,76G-FAM035641,Thaumi_prot_LH_FAM013253,N,Y,,
NFRAN_RS07170,NFRAN_1735,"phage/plasmid primase, P4 family",0.16,2.73E-01,15.07,19.98,3.91,4.32,76G-FAM010922,Thaumi_prot_LH_FAM004499,N,Y,,
NFRAN_RS13770,0,hypothetical protein,0.67,4.50E-01,3.54,3.24,1.66,#NUM!,#N/A,Thaumi_prot_LH_FAM004138,#N/A,#N/A,,
NFRAN_RS07175,NFRAN_1736,hypothetical protein,0.45,7.15E-05,154.75,166.57,7.26,7.37,76G-FAM035642,Thaumi_prot_LH_FAM013254,N,Y,,
NFRAN_RS07180,NFRAN_1737,tyrosine-type recombinase/integrase,1.46,7.06E-18,261.27,143.18,8.01,7.16,76G-FAM011193,Thaumi_prot_LH_FAM002640,N,Y,,
NFRAN_RS13775,0,tRNA-Ser,-0.05,8.67E-01,228.21,351.59,7.78,8.44,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS07185,NFRAN_1738,hypothetical protein,-0.64,3.17E-04,26.14,59.09,4.66,5.87,76G-FAM010058,Thaumi_prot_LH_FAM002995,N,Y,,
NFRAN_RS07190,NFRAN_1739,pyridoxamine 5'-phosphate oxidase family protein,-0.76,1.54E-12,64.52,159.7,5.99,7.31,76G-FAM007440,Thaumi_prot_LH_FAM000360,Y,Y,,
NFRAN_RS07195,NFRAN_1740,hypothetical protein,-0.73,5.43E-05,50.22,120.67,5.6,6.9,76G-FAM007527,Thaumi_prot_LH_FAM001052,Y,Y,,
NFRAN_RS07200,NFRAN_1741,30S ribosomal protein S9,-0.59,1.08E-06,408.83,902.64,8.66,9.81,76G-FAM000440,Thaumi_prot_LH_FAM000825,Y,N,,
NFRAN_RS07205,NFRAN_1742,50S ribosomal protein L13,-0.55,3.92E-06,414.53,886.46,8.67,9.79,76G-FAM000465,Thaumi_prot_LH_FAM000826,Y,N,,
