Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein family LH,AOA conserved,AOA exclusive,Conserved,Conserved_LH,Rank TPM
NVIE_016480,NVIE_RS08010,acetylornithine and succinylornithine aminotransferase,-0.15,2.00E-01,343.4,465.7,8.42,8.86,76G-FAM000341_0,Thaumi_prot_LH_FAM000647,N,N,NV+NF+NM,NV+NF+NM,436
NVIE_028040,NVIE_RS13410,putative phosphosulfolactate synthase,-0.15,1.41E-01,47.13,63.99,5.56,6,76G-FAM009907,Thaumi_prot_LH_FAM002749,N,Y,NV+NF,NV+NF,1835
NVIE_013660,NVIE_RS06625,hypothetical protein,-0.15,1.05E-01,114.59,155.85,6.84,7.28,76G-FAM007551,Thaumi_prot_LH_FAM000918,N,Y,NV+NF+NM,NV+NF+NM,1143
NVIE_019600,NVIE_RS09455,protein of unknown function,-0.15,5.28E-01,81.25,110.28,6.31,6.76,76G-FAM009797,Thaumi_prot_LH_FAM002558,N,Y,NV,NV,1437
NVIE_017160,NVIE_RS08340,4-hydroxybutyryl-CoA dehydratase,-0.15,1.65E-01,750.4,1023.03,9.55,10,76G-FAM002043,Thaumi_prot_LH_FAM000014,Y,Y,NV+NF+NM,NV+NF+NM,174
NVIE_023090,NVIE_RS11075,conserved protein of unknown function,-0.15,6.44E-01,5.44,7.5,2.44,2.86,76G-FAM008336,Thaumi_prot_LH_FAM001554,N,Y,NV+NF+NM,NV+NF+NM,2860
NVIE_005750,NVIE_RS02820,chorismate synthase,-0.15,3.68E-01,112.92,153.97,6.81,7.24,76G-FAM000664,Thaumi_prot_LH_FAM000126,Y,N,NV+NF+NM,NV+NF+NM,1160
NVIE_028610,NVIE_RS13655,methylmalonyl-CoA epimerase,-0.15,2.59E-01,948.43,1290.66,9.88,10.33,76G-FAM005256,Thaumi_prot_LH_FAM000316,Y,Y,NV+NF+NM,NV+NF+NM,121
NVIE_001560,NVIE_RS00770,protein translation factor SUI1,-0.15,1.18E-01,737.57,999.27,9.52,9.96,76G-FAM000729,Thaumi_prot_LH_FAM000650,Y,N,NV+NF+NM,NV+NF+NM,179
NVIE_005740,NVIE_RS02815,putative chorismate mutase,-0.15,1.56E-01,84.51,114.97,6.39,6.84,76G-FAM000917,Thaumi_prot_LH_FAM000127,Y,N,NV+NF+NM,NV+NF+NM,1415
NVIE_1781,NVIE_RS08440,putative CRISPR-associated protein Cas5d,-0.15,2.45E-01,428.21,583.14,8.73,9.19,76G-FAM010248,Thaumi_prot_LH_FAM003716,N,Y,NV,NV,340
NVIE_027900,NVIE_RS13340,putative nickel/cobalt transporter,-0.15,2.20E-01,90.06,123.03,6.49,6.94,76G-FAM001760,Thaumi_prot_LH_FAM002663,N,Y,NV,NV,1368
NVIE_012840,NVIE_RS06235,Thioredoxin reductase,-0.15,1.11E-01,75.91,103.4,6.24,6.69,76G-FAM035252,Thaumi_prot_LH_FAM008545,N,Y,NV,NV,1492
NVIE_009200,NVIE_RS04495,putative Gp37/Gp68 family protein,-0.15,2.22E-01,96.59,131.53,6.59,7.03,76G-FAM004679,Thaumi_prot_LH_FAM002060,N,N,NV+NM,NV+NM,1290
NVIE_004470,NVIE_RS02170,putative glyoxalase/bleomycin resistance protein/dioxygenase,-0.15,1.87E-01,91.84,124.73,6.51,6.96,76G-FAM010077,Thaumi_prot_LH_FAM002919,N,Y,NV,NV,1345
NVIE_020640,NVIE_RS09915,hypothetical protein,-0.15,2.26E-01,145.68,198.09,7.18,7.63,76G-FAM007547,Thaumi_prot_LH_FAM001042,N,Y,NV+NM,NV+NM,952
NVIE_1185,NVIE_RS05630,NADH-quinone oxidoreductase subunit C,-0.15,2.40E-01,594.55,808.32,9.2,9.66,76G-FAM000991,Thaumi_prot_LH_FAM000929,N,N,NV+NF+NM,NV+NF+NM,230
NVIE_026930,NVIE_RS12875,precorrin-3B methylase,-0.15,1.94E-01,241.14,329.12,7.91,8.36,76G-FAM005620,Thaumi_prot_LH_FAM000787,Y,Y,NV+NF+NM,NV+NF+NM,605
NVIE_0697,#N/A,protein of unknown function,-0.15,9.04E-01,0.85,1.2,-0.42,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3106
NVIE_014480,NVIE_RS07040,putative glyoxalase/bleomycin resistance domain protein,-0.15,4.12E-01,58.82,79.56,5.84,6.31,76G-FAM002507,Thaumi_prot_LH_FAM001756,N,N,NV+NM,NV+NM,1692
NVIE_002170,NVIE_RS01055,putative peptidyl-prolyl cis-trans isomerase,-0.15,2.17E-01,302.04,414.36,8.23,8.69,76G-FAM002340,Thaumi_prot_LH_FAM000797,N,N,NV+NF+NM,NV+NF+NM,485
NVIE_019080,NVIE_RS09265,ammonia monooxygenase subunit C,-0.15,4.62E-01,11.71,16.04,3.53,3.99,76G-FAM007583,Thaumi_prot_LH_FAM000259,N,Y,NV+NF+NM,NV+NF+NM,2622
NVIE_029610,NVIE_RS14155,putative FeS assembly ATPase SufC,-0.15,2.16E-01,313.75,428,8.28,8.74,76G-FAM000031_2,Thaumi_prot_LH_FAM000778,N,N,NV+NF+NM,NV+NF+NM,468
NVIE_022660,#N/A,protein of unknown function,-0.15,5.64E-01,86.34,117.01,6.33,6.85,#N/A,#N/A,#N/A,#N/A,NA,#N/A,1398
NVIE_029710,NVIE_RS14205,3-isopropylmalate dehydratase small subunit,-0.15,2.75E-01,392.91,537.09,8.61,9.06,76G-FAM000987_0,Thaumi_prot_LH_FAM000824,Y,N,NV+NF+NM,NV+NF+NM,380
NVIE_023490,NVIE_RS11250,diaminopimelate decarboxylase LysA,-0.16,2.14E-01,3148.3,4317.83,11.61,12.07,76G-FAM002916,Thaumi_prot_LH_FAM003172,N,N,NV+NF,NV+NF,29
NVIE_014470,NVIE_RS07035,major facilitator superfamily transporter,-0.16,2.51E-01,609.81,835.63,9.25,9.7,76G-FAM007590,Thaumi_prot_LH_FAM001353,N,Y,NV+NF,NV+NF,225
NVIE_017720,NVIE_RS08630,Hemerythrin HHE cation binding domain protein,-0.16,3.09E-01,59.94,81.4,5.89,6.34,76G-FAM007537,Thaumi_prot_LH_FAM001069,Y,Y,NV+NF+NM,NV+NF+NM,1674
NVIE_021040,NVIE_RS10110,conserved protein of unknown function,-0.16,4.74E-01,39.24,53.36,5.26,5.71,76G-FAM035307,Thaumi_prot_LH_FAM008627,N,Y,NV,NV,1957
NVIE_011830,NVIE_RS05720,protein of unknown function,-0.16,3.63E-01,11.84,16.27,3.57,4.02,76G-FAM035236,Thaumi_prot_LH_FAM008526,N,Y,NV,NV,2618
NVIE_006890,NVIE_RS03340,putative UDP-N-acetylglucosamine 2-epimerase,-0.16,1.73E-01,60.61,82.75,5.91,6.37,76G-FAM010142,Thaumi_prot_LH_FAM002867,N,Y,NV+NF,NV+NF,1668
NVIE_001270,NVIE_RS00620,putative DEAD-box superfamily II helicase,-0.16,1.58E-01,49.29,67.42,5.62,6.07,76G-FAM009585,Thaumi_prot_LH_FAM003489,N,Y,NV,NV,1801
NVIE_013990,NVIE_RS06795,protein of unknown function,-0.16,3.20E-01,151.42,206.55,7.22,7.68,76G-FAM010296,Thaumi_prot_LH_FAM003654,N,Y,NV,NV,928
NVIE_006900,NVIE_RS03350,putative UDP-glucose-hexose-1-phosphate uridylyltransferase,-0.16,2.35E-01,276.11,380.4,8.1,8.57,76G-FAM002338,Thaumi_prot_LH_FAM000283,N,N,NV+NF+NM,NV+NF+NM,528
NVIE_019890,#N/A,protein of unknown function,-0.16,2.35E-01,78.34,106.82,6.28,6.73,#N/A,#N/A,#N/A,#N/A,NA,#N/A,1461
NVIE_023130,NVIE_RS11095,conserved protein of unknown function,-0.16,2.56E-01,95.15,129.79,6.57,7.01,76G-FAM009172,Thaumi_prot_LH_FAM003199,N,Y,NV,NV,1311
NVIE_017370,NVIE_RS08455,putative RNA-binding protein containing KH domain,-0.16,3.87E-01,49.71,67.85,5.6,6.06,76G-FAM000706,Thaumi_prot_LH_FAM000423,Y,N,NV+NF+NM,NV+NF+NM,1794
NVIE_028990,NVIE_RS13850,protein of unknown function,-0.16,3.37E-01,23.81,32.6,4.56,5.01,76G-FAM035435,Thaumi_prot_LH_FAM008786,N,Y,NV,NV,2273
NVIE_025910,NVIE_RS12390,exported protein of unknown function,-0.16,3.64E-01,143.44,197,7.14,7.6,76G-FAM010340,Thaumi_prot_LH_FAM002639,N,Y,NV,NV,963
NVIE_0148,NVIE_RS00715,hypothetical protein,-0.16,2.41E-01,98.33,134.95,6.62,7.07,76G-FAM010005,Thaumi_prot_LH_FAM002832,N,Y,NV,NV,1272
NVIE_018210,#N/A,"transposase IS605 OrfB family (fragment, part 2)",-0.16,2.78E-01,21.54,29.69,4.43,4.88,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2327
NVIE_015740,#N/A,protein of unknown function,-0.16,5.91E-01,9.83,13.27,3.26,3.72,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2680
NVIE_025630,NVIE_RS12260,exported protein of unknown function with cupredoxin domain,-0.16,1.60E-01,208.2,285.64,7.7,8.15,76G-FAM035370,Thaumi_prot_LH_FAM008711,N,Y,NV,NV,692
NVIE_001630,NVIE_RS00805,large-conductance mechanosensitive ion channel,-0.16,9.64E-02,135.79,186.56,7.08,7.54,76G-FAM001702,Thaumi_prot_LH_FAM001407,N,N,NV,NV,1000
NVIE_024590,#N/A,putative flavoprotein,-0.16,6.28E-01,9.89,13.81,3.24,3.74,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2675
NVIE_1383,NVIE_RS14790,GRAM domain-containing protein,-0.16,3.11E-01,152.76,209.99,7.23,7.71,#N/A,Thaumi_prot_LH_FAM001255,#N/A,#N/A,NA,NV+NF+NM,919
NVIE_016470,NVIE_RS08005,"putative transcriptional regulator, AsnC family",-0.17,2.69E-01,307.47,422.96,8.25,8.72,76G-FAM000103_0,Thaumi_prot_LH_FAM000222,Y,N,NV+NF+NM,NV+NF+NM,479
NVIE_006800,NVIE_RS03290,nucleotidyl-transferase,-0.17,2.25E-01,213.05,293.81,7.73,8.2,76G-FAM000731_0,Thaumi_prot_LH_FAM000286,Y,N,NV+NF+NM,NV+NF+NM,672
NVIE_003200,NVIE_RS14510,putative transposase IS3/IS911 family,-0.17,6.02E-01,2.26,3.09,1.1,1.61,76G-FAM009760,Thaumi_prot_LH_FAM003530,N,Y,NV,NV,3013
NVIE_021760,NVIE_RS10460,Putative polysaccharide transporter,-0.17,3.02E-01,22.14,30.56,4.45,4.93,76G-FAM003373,Thaumi_prot_LH_FAM008646,N,N,NV+NM,NV,2309
NVIE_t0130,NVIE_RS04750,tRNA-Leu,-0.17,4.72E-01,457.21,618.75,8.76,9.26,#N/A,#N/A,#N/A,#N/A,NA,#N/A,320
NVIE_014600,NVIE_RS07095,"putative phosphohydrolase, DHH superfamily",-0.17,1.98E-01,96.38,132.9,6.58,7.05,76G-FAM010310,Thaumi_prot_LH_FAM002612,N,Y,NV+NF,NV+NF,1296
NVIE_013840,NVIE_RS15350,protein of unknown function,-0.17,1.16E-01,770.06,1060.08,9.58,10.04,#N/A,Thaumi_prot_LH_FAM002552,#N/A,#N/A,NA,NV+NF,170
NVIE_008240,NVIE_RS04020,30S ribosomal protein S13p,-0.17,3.79E-01,603.61,825.1,9.18,9.68,76G-FAM000566,Thaumi_prot_LH_FAM000884,N,N,NV+NF+NM,NV+NF+NM,228
NVIE_012440,NVIE_RS06025,putative FeS cluster assembly protein sufD,-0.17,2.24E-01,375.93,519.09,8.54,9.02,76G-FAM001513,Thaumi_prot_LH_FAM000738,N,N,NV+NF+NM,NV+NF+NM,403
NVIE_017340,NVIE_RS08435,putative CRISPR-associated helicase and HD nuclease Cas3,-0.17,1.04E-01,99.12,136.3,6.63,7.09,76G-FAM010247,Thaumi_prot_LH_FAM003715,N,Y,NV,NV,1268
NVIE_003320,NVIE_RS01620,hypothetical protein,-0.17,6.01E-01,12.03,16.28,3.47,4.01,76G-FAM007494,Thaumi_prot_LH_FAM000252,N,Y,NV+NF+NM,NV+NF+NM,2612
NVIE_006810,NVIE_RS03295,putative glucosamine-1-phosphate N-acetyltransferase,-0.17,2.03E-01,86.4,119.61,6.42,6.9,76G-FAM000357,Thaumi_prot_LH_FAM002868,N,N,NV,NV,1397
NVIE_016600,NVIE_RS08070,putative Methyltransferase type 11,-0.17,2.16E-01,21.33,29.48,4.41,4.88,76G-FAM009727,Thaumi_prot_LH_FAM003703,N,Y,NV,NV,2332
NVIE_011640,NVIE_RS05620,NADH-quinone oxidoreductase subunit H,-0.17,2.10E-01,550.73,760.55,9.09,9.57,76G-FAM000967,Thaumi_prot_LH_FAM000931,Y,N,NV+NF+NM,NV+NF+NM,261
NVIE_022570,NVIE_RS10855,putative adenylate kinase,-0.17,1.72E-01,45.99,63.34,5.52,5.98,76G-FAM000743,Thaumi_prot_LH_FAM000912,Y,N,NV+NF+NM,NV+NF+NM,1857
NVIE_024300,NVIE_RS11645,cobalamin-5-phosphate synthase,-0.17,2.93E-01,42.98,59.62,5.41,5.89,76G-FAM003230,Thaumi_prot_LH_FAM001157,Y,N,NV+NF+NM,NV+NF+NM,1901
NVIE_006830,NVIE_RS03310,protein of unknown function,-0.17,2.41E-01,29.27,40.2,4.85,5.33,76G-FAM035186,Thaumi_prot_LH_FAM008479,N,Y,NV,NV,2144
NVIE_004130,NVIE_RS01985,UspA domain protein (modular protein),-0.17,3.03E-01,15.16,20.98,3.91,4.39,76G-FAM001480_0,Thaumi_prot_LH_FAM000499_1,N,N,NV+NF+NM,NV+NF+NM,2509
NVIE_022740,NVIE_RS10920,"putative transcriptional regulator, ArsR family",-0.17,5.70E-01,6.23,8.55,2.62,3.06,76G-FAM000801,Thaumi_prot_LH_FAM001235,N,N,NV+NF+NM,NV+NF+NM,2827
NVIE_007740,NVIE_RS03770,"putative transcriptional regulator, AsnC family",-0.17,2.01E-01,100.94,138.72,6.64,7.11,76G-FAM000172_0,Thaumi_prot_LH_FAM000047_0,Y,N,NV+NF+NM,NV+NF+NM,1257
NVIE_014490,NVIE_RS07045,protein of unknown function,-0.17,3.62E-01,86.54,118.45,6.38,6.88,76G-FAM009968,Thaumi_prot_LH_FAM003661,N,Y,NV+NF,NV+NF,1395
NVIE_008710,NVIE_RS04255,putative asparagine synthase,-0.17,1.97E-01,161.77,223.7,7.33,7.8,76G-FAM003381,Thaumi_prot_LH_FAM000556,N,N,NV,NV,877
NVIE_029620,NVIE_RS14160,putative chlorite dismutase,-0.17,1.24E-01,113.59,156.59,6.82,7.29,76G-FAM003636,Thaumi_prot_LH_FAM000780,N,N,NV+NF+NM,NV+NF+NM,1151
NVIE_007720,NVIE_RS03760,putative methyltransferase type 11,-0.17,1.01E-01,121.76,168.55,6.92,7.4,76G-FAM008082,Thaumi_prot_LH_FAM001537,N,Y,NV+NF+NM,NV+NF+NM,1092
NVIE_020140,NVIE_RS09680,protein of unknown function,-0.17,3.05E-01,34.09,46.82,5.07,5.54,76G-FAM009689,Thaumi_prot_LH_FAM003759,N,Y,NV,NV,2046
NVIE_013500,NVIE_RS06535,DNA-directed RNA polymerase subunit A,-0.17,1.69E-01,1385.26,1925.49,10.43,10.9,76G-FAM000346,Thaumi_prot_LH_FAM000867,Y,N,NV+NF+NM,NV+NF+NM,77
NVIE_001870,NVIE_RS00910,exported protein of unknown function,-0.17,3.33E-01,20.82,28.69,4.36,4.83,76G-FAM010021,Thaumi_prot_LH_FAM003503,N,Y,NV,NV,2347
NVIE_017390,NVIE_RS08465,putative protein of unknown function DUF424,-0.17,3.65E-01,30.03,41.16,4.86,5.36,76G-FAM000939,Thaumi_prot_LH_FAM000448,Y,N,NV+NF+NM,NV+NF+NM,2128
NVIE_020750,NVIE_RS09965,arsenate reductase,-0.17,4.83E-01,15.23,20.86,3.85,4.38,76G-FAM002077,Thaumi_prot_LH_FAM001268,N,N,NV+NM,NV+NM,2508
NVIE_002390,NVIE_RS01170,putative uracil DNA glycosylase superfamily protein,-0.17,1.65E-01,119.08,165.62,6.89,7.36,76G-FAM000950_0,Thaumi_prot_LH_FAM000390,Y,N,NV+NF+NM,NV+NF+NM,1107
NVIE_013510,NVIE_RS06540,DNA-directed RNA polymerase subunit B,-0.17,1.08E-01,903.77,1253.56,9.81,10.29,76G-FAM000345,Thaumi_prot_LH_FAM000868,Y,N,NV+NF+NM,NV+NF+NM,133
NVIE_018140,#N/A,protein of unknown function,-0.17,3.81E-01,34.26,47.14,5.07,5.54,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2041
NVIE_024010,NVIE_RS11500,chaperone protein dnaK,-0.18,1.20E-01,961.59,1335.41,9.9,10.38,76G-FAM000819,Thaumi_prot_LH_FAM001131,N,N,NV+NF+NM,NV+NF+NM,118
NVIE_006690,NVIE_RS03260,protein of unknown function,-0.18,5.53E-01,13.08,18.06,3.64,4.15,76G-FAM010140,Thaumi_prot_LH_FAM003558,N,Y,NV,NV,2570
NVIE_017230,NVIE_RS08375,hypothetical protein,-0.18,2.82E-01,70.19,96.74,6.11,6.58,76G-FAM007580,Thaumi_prot_LH_FAM000430,Y,Y,NV+NF+NM,NV+NF+NM,1555
NVIE_007430,NVIE_RS03600,protein of unknown function,-0.18,2.09E-01,146.21,202.63,7.19,7.66,76G-FAM010200,Thaumi_prot_LH_FAM003581,N,Y,NV,NV,949
NVIE_012800,NVIE_RS06210,putative PP-loop superfamily ATPase,-0.18,2.73E-01,51.2,70.83,5.66,6.12,76G-FAM000049,Thaumi_prot_LH_FAM000038,Y,N,NV+NF+NM,NV+NF+NM,1781
NVIE_008330,NVIE_RS04065,homoserine kinase,-0.18,1.04E-01,118.62,165.02,6.89,7.37,76G-FAM000930,Thaumi_prot_LH_FAM001080,N,N,NV+NF+NM,NV+NF+NM,1110
NVIE_009410,NVIE_RS04595,protein of unknown function,-0.18,6.09E-01,4.47,6.24,2.12,2.62,76G-FAM001675,Thaumi_prot_LH_FAM002965,N,Y,NV,NV,2900
NVIE_000350,NVIE_RS00175,protein of unknown function,-0.18,2.17E-01,86.87,119.52,6.42,6.9,76G-FAM007604,Thaumi_prot_LH_FAM000752,N,Y,NV+NF+NM,NV+NF+NM,1387
NVIE_t0300,NVIE_RS11980,tRNA-Pro,-0.18,5.17E-01,25.82,35.59,4.65,5.14,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2223
NVIE_021120,NVIE_RS10145,branched-chain amino-acid aminotransferase,-0.18,3.12E-01,151.71,210.98,7.23,7.69,76G-FAM000727_0,Thaumi_prot_LH_FAM000749,Y,N,NV+NF+NM,NV+NF+NM,927
NVIE_011720,NVIE_RS05665,putative protease TldD,-0.18,2.57E-01,196.63,274.25,7.6,8.08,76G-FAM000923,Thaumi_prot_LH_FAM002766,N,N,NV+NM,NV,729
NVIE_005150,NVIE_RS02520,proteasome subunit alpha,-0.18,1.55E-01,1005.94,1395.16,9.97,10.44,76G-FAM000513_0,Thaumi_prot_LH_FAM000101,Y,N,NV+NF+NM,NV+NF+NM,116
NVIE_008140,NVIE_RS03970,protein of unknown function,-0.18,2.19E-01,22.42,31.06,4.48,4.95,76G-FAM035194,Thaumi_prot_LH_FAM008485,N,Y,NV,NV,2304
NVIE_1987,#N/A,protein of unknown function,-0.18,3.57E-01,16.39,22.93,4.01,4.51,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2465
NVIE_016070,NVIE_RS07805,hypothetical protein,-0.18,1.77E-01,67.91,94.96,6.08,6.56,76G-FAM002535,Thaumi_prot_LH_FAM003105,N,N,NV,NV,1575
NVIE_025120,NVIE_RS12000,"putative dephospho-CoA kinase, CoaE",-0.18,3.22E-01,36.21,50.17,5.15,5.62,76G-FAM002289,Thaumi_prot_LH_FAM001059,Y,N,NV+NF+NM,NV+NF+NM,2006
NVIE_006500,NVIE_RS03180,hypothetical protein,-0.18,3.90E-01,31.47,43.69,4.94,5.43,76G-FAM011523,Thaumi_prot_LH_FAM002993,N,Y,NV,NV,2102
NVIE_008650,NVIE_RS04215,protein of unknown function,-0.18,1.80E-01,9.32,12.95,3.22,3.69,76G-FAM007585,Thaumi_prot_LH_FAM002941,N,Y,NV+NF,NV+NF,2699
NVIE_024060,NVIE_RS15595,protein of unknown function,-0.18,6.62E-01,9.89,13.55,3.15,3.73,#N/A,Thaumi_prot_LH_FAM008682,#N/A,#N/A,NA,NV,2676
NVIE_021220,NVIE_RS10195,aspartate carbamoyltransferase,-0.18,1.02E-01,50.44,69.8,5.64,6.12,76G-FAM000126_0,Thaumi_prot_LH_FAM000799,Y,N,NV+NF+NM,NV+NF+NM,1789
NVIE_018190,NVIE_RS08830,protein of unknown function,-0.18,3.26E-01,16.13,22.61,4.01,4.48,76G-FAM011531,Thaumi_prot_LH_FAM003195,N,Y,NV,NV,2474
NVIE_015950,NVIE_RS14815,conserved protein of unknown function,-0.18,6.08E-01,4.5,6.19,2.15,2.62,#N/A,Thaumi_prot_LH_FAM008575,#N/A,#N/A,NA,NV,2898
NVIE_004650,NVIE_RS02255,protein of unknown function,-0.18,1.19E-01,44.38,61.57,5.47,5.94,76G-FAM035163,Thaumi_prot_LH_FAM008456,N,Y,NV,NV,1888
NVIE_014030,NVIE_RS06810,LOR/SDH bifunctional protein,-0.18,1.28E-01,289.48,404.78,8.17,8.66,76G-FAM002129,Thaumi_prot_LH_FAM001510,N,N,NV+NF+NM,NV+NF+NM,505
NVIE_012230,NVIE_RS05920,glutamate dehydrogenase,-0.18,5.76E-02,753.49,1046.63,9.55,10.03,76G-FAM000812,Thaumi_prot_LH_FAM000100,Y,N,NV+NF+NM,NV+NF+NM,173
NVIE_008220,NVIE_RS04015,putative Mg-chelatase subunit,-0.18,2.97E-02,369.97,515.39,8.53,9.01,76G-FAM007413,Thaumi_prot_LH_FAM000881,N,Y,NV+NF,NV+NF,409
NVIE_021030,NVIE_RS10105,"Probable Zinc uptake transporter, permease protein",-0.18,1.73E-01,52.26,73.18,5.7,6.19,76G-FAM003017,Thaumi_prot_LH_FAM000577,N,N,NV+NF+NM,NV+NF+NM,1765
NVIE_019420,NVIE_RS09380,protein of unknown function,-0.18,3.48E-01,95.83,133.71,6.56,7.04,76G-FAM009947,Thaumi_prot_LH_FAM003749,N,Y,NV,NV,1302
NVIE_2243,NVIE_RS10510,riboflavin synthase alpha chain,-0.18,1.73E-01,26.97,37.55,4.74,5.23,76G-FAM007616,Thaumi_prot_LH_FAM000981,Y,Y,NV+NF+NM,NV+NF+NM,2195
NVIE_020330,NVIE_RS09760,acetoacetyl-CoA thiolase subunit A,-0.19,1.60E-01,732.82,1021.72,9.5,9.99,76G-FAM000433_0,Thaumi_prot_LH_FAM000385,Y,N,NV+NF+NM,NV+NF+NM,182
NVIE_030130,NVIE_RS14420,protein of unknown function DUF763,-0.19,2.29E-01,724.17,1015.05,9.49,9.97,76G-FAM000468,Thaumi_prot_LH_FAM003054,N,N,NV+NF,NV+NF,188
NVIE_2407,NVIE_RS11270,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,-0.19,1.86E-01,92.85,130.09,6.53,7.01,76G-FAM000261_0,Thaumi_prot_LH_FAM001184,N,N,NV+NF+NM,NV+NF+NM,1336
NVIE_007950,NVIE_RS03880,putative radical SAM domain protein,-0.19,1.25E-01,812.12,1135.52,9.66,10.15,76G-FAM000054_0,Thaumi_prot_LH_FAM000365,Y,N,NV+NF+NM,NV+NF+NM,154
NVIE_022240,NVIE_RS10695,"proteasome, subunit beta",-0.19,2.66E-01,48.35,67.79,5.58,6.07,76G-FAM000331_0,Thaumi_prot_LH_FAM000156,Y,N,NV+NF+NM,NV+NF+NM,1817
NVIE_006740,NVIE_RS03275,putative hydroxymethylpyrimidine transporter CytX,-0.19,2.42E-01,101.19,142.36,6.65,7.13,76G-FAM000719,Thaumi_prot_LH_FAM002869,N,Y,NV+NF,NV+NF,1255
NVIE_030090,NVIE_RS14400,putative prefoldin subunit alpha (modular protein),-0.19,1.41E-01,377.72,531.08,8.56,9.04,76G-FAM002450,Thaumi_prot_LH_FAM000211,Y,N,NV+NF+NM,NV+NF+NM,398
NVIE_011600,NVIE_RS05600,NADH-quinone oxidoreductase subunit M,-0.19,2.53E-01,524.68,734.66,9.01,9.51,76G-FAM000051_0,Thaumi_prot_LH_FAM000935,Y,N,NV+NF+NM,NV+NF+NM,282
NVIE_027770,NVIE_RS13280,hypothetical protein,-0.19,2.16E-01,105.77,148.85,6.71,7.22,76G-FAM007416,Thaumi_prot_LH_FAM001288,Y,Y,NV+NF+NM,NV+NF+NM,1213
NVIE_004920,NVIE_RS02395,putative mannose-1-phosphate guanyltransferase,-0.19,1.76E-01,123.18,172.06,6.93,7.42,76G-FAM000731_0,Thaumi_prot_LH_FAM000286,Y,N,NV+NF+NM,NV+NF+NM,1082
NVIE_010270,NVIE_RS04990,protein of unknown function,-0.19,4.68E-01,22.3,30.82,4.39,4.94,76G-FAM035222,Thaumi_prot_LH_FAM008515,N,Y,NV,NV,2307
NVIE_024660,NVIE_RS11820,putative glyoxalase/bleomycin resistance domain protein,-0.19,1.91E-01,39.22,54.79,5.29,5.77,76G-FAM011105,Thaumi_prot_LH_FAM003816,N,Y,NV,NV,1958
NVIE_006820,#N/A,putative integrase,-0.19,4.10E-01,2.9,4.05,1.5,2,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2986
NVIE_015400,NVIE_RS07485,protein of unknown function,-0.19,3.61E-01,15.76,21.92,3.96,4.45,76G-FAM010328,Thaumi_prot_LH_FAM003680,N,Y,NV,NV,2492
NVIE_006520,NVIE_RS03190,protein of unknown function,-0.19,4.66E-01,8.17,11.35,2.96,3.49,76G-FAM035183,Thaumi_prot_LH_FAM008474,N,Y,NV,NV,2736
NVIE_003560,NVIE_RS01745,hypothetical protein,-0.19,1.33E-01,261.89,365.91,8.03,8.51,76G-FAM010066,Thaumi_prot_LH_FAM002932,N,Y,NV+NF,NV+NF,551
NVIE_024210,NVIE_RS11600,conserved protein of unknown function,-0.19,2.10E-01,128.65,181.2,7,7.5,76G-FAM010360,Thaumi_prot_LH_FAM003164,N,Y,NV,NV,1051
NVIE_028490,NVIE_RS13605,putative N6 adenine-specific DNA methyltransferase,-0.19,4.08E-01,20.66,29.12,4.32,4.85,76G-FAM000817,Thaumi_prot_LH_FAM000311,N,N,NV+NF+NM,NV+NF+NM,2351
NVIE_017030,#N/A,hypothetical protein,-0.19,1.05E-01,133.82,187.69,7.06,7.55,#N/A,#N/A,#N/A,#N/A,NA,#N/A,1021
NVIE_014360,NVIE_RS06980,exported protein of unknown function,-0.19,2.20E-01,27.29,38.33,4.76,5.24,76G-FAM010305,Thaumi_prot_LH_FAM002571,N,Y,NV,NV,2191
NVIE_010320,NVIE_RS05010,putative UDP-glucose/GDP-mannose dehydrogenase,-0.2,8.24E-02,15.13,21.28,3.92,4.41,76G-FAM009244,Thaumi_prot_LH_FAM002342,N,Y,NV+NF,NV+NF,2510
NVIE_028620,NVIE_RS13660,"methylmalonyl-CoA mutase, large subunit",-0.2,1.45E-01,481.08,676.68,8.9,9.39,76G-FAM001822,Thaumi_prot_LH_FAM000317,N,N,NV+NF+NM,NV+NF+NM,304
NVIE_003350,NVIE_RS01635,peptidyl-tRNA hydrolase,-0.2,1.22E-01,86.08,121,6.42,6.91,76G-FAM000858,Thaumi_prot_LH_FAM000344,Y,N,NV+NF+NM,NV+NF+NM,1401
NVIE_026150,NVIE_RS12505,protein of unknown function,-0.2,1.31E-01,54.35,76.63,5.76,6.26,76G-FAM010331,Thaumi_prot_LH_FAM003832,N,Y,NV,NV,1739
