Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains,up in:,,,,,,,,,baseMean,lfcSE,stat,pvalue
NMAR_RS05590,Nmar_1041,hypothetical protein,-0.45,0.032194193,61.84621069,119.174333,5.83,6.885954574,76G-FAM007497,Thaumi_prot_LH_FAM000571,N,Y,,,,,,,,,,,,628.4890294,0.173649218,-2.592762702,0.009520844
NMAR_RS05595,Nmar_1042,hypothetical protein,-0.58,0.082656939,42.2693893,85.49851358,5.19,6.381540554,76G-FAM007496,Thaumi_prot_LH_FAM000572,N,Y,,,,,,,,,,,,276.6711898,0.267541519,-2.162396411,0.030587634
NMAR_RS05600,Nmar_1043,SDR family NAD(P)-dependent oxidoreductase,-0.18,0.150618557,90.22404567,142.7376428,6.44,7.147883801,76G-FAM007403,Thaumi_prot_LH_FAM000639,Y,Y,,,,,,,,,,,,3812.126563,0.09736217,-1.840696703,0.065666017
NMAR_RS05605,Nmar_1044,hypothetical protein,-0.08,0.924006427,3.307784366,4.26422174,1.37,2.045693008,76G-FAM008642,Thaumi_prot_LH_FAM001396,N,Y,,,,,,,,,,,,27.5536546,0.536745538,-0.148332782,0.882080145
NMAR_RS05610,Nmar_1045,response regulator,-2.33,3.02E-11,6.682259041,46.98922713,2.5,5.476561264,76G-FAM003595_0,Thaumi_prot_LH_FAM001253_0,N,N,,,,,,,,,,,,180.619243,0.329621528,-7.068730787,1.56E-12
NMAR_RS05615,Nmar_1046,PAS domain S-box protein,-2.63,1.88E-11,1.348373563,8.946301533,0.32,3.089773396,76G-FAM028458,Thaumi_prot_LH_FAM006572,N,Y,,,,,,,,,,,,138.5544766,0.368134728,-7.138534766,9.43E-13
NMAR_RS05620,Nmar_1047,fibronectin type III domain-containing protein,-0.56,5.82E-06,57.41813788,117.4774643,5.8,6.871787722,76G-FAM008909,Thaumi_prot_LH_FAM002030,N,Y,,,,,,,,,,,,4400.387362,0.112588336,-5.008006579,5.50E-07
NMAR_RS05625,Nmar_1048,sulfite exporter TauE/SafE family protein,0.26,0.581701756,4.601609466,6.121988373,2.19,2.543471078,76G-FAM001671,Thaumi_prot_LH_FAM000640,N,Y,,,,,,,,,,,,74.29396454,0.324742173,0.810629893,0.417578245
NMAR_RS05630,Nmar_1049,hypothetical protein,-1,7.25E-06,7.886342936,21.80783511,2.96,4.440744154,76G-FAM008422,Thaumi_prot_LH_FAM001394,N,Y,,,,,,,,,,,,171.9396967,0.200879145,-4.962512714,6.96E-07
NMAR_RS05635,Nmar_1050,DUF192 domain-containing protein,-0.43,0.043980158,38.1698617,71.8210825,5.2,6.165842283,76G-FAM001026,Thaumi_prot_LH_FAM000641,Y,N,,,,,,,,,,,,507.1421677,0.173839237,-2.455241063,0.014079014
NMAR_RS05640,Nmar_1051,hypothetical protein,-0.56,0.274548084,3.141189847,7.302661408,1.65,2.760548893,76G-FAM008384,Thaumi_prot_LH_FAM002031,N,Y,,,,,,,,,,,,70.06413398,0.379007838,-1.470065077,0.14154413
NMAR_RS05645,Nmar_1052,hypothetical protein,-0.09,0.636572971,220.588317,335.9806731,7.78,8.387237648,76G-FAM008424,Thaumi_prot_LH_FAM000642,N,Y,,,,,,,,,,,,1959.480201,0.126034584,-0.705234448,0.480664347
NMAR_RS05650,Nmar_1053,"iron dependent repressor, metal binding and dimerization domain protein",0.03,0.985380287,1.273038575,2.109746037,#NUM!,1.026704579,76G-FAM000191,Thaumi_prot_LH_FAM000643,Y,N,,,,,,,,,,,,20.12746199,0.774227752,0.033390163,0.973363454
NMAR_RS05655,Nmar_1054,PINc/VapC family ATPase,-0.11,0.585212226,16.12999201,24.17651126,3.97,4.58555049,76G-FAM000563,Thaumi_prot_LH_FAM000644,N,N,,,,,,,,,,,,673.6740689,0.137488619,-0.804055891,0.421364697
NMAR_RS09765,0,hypothetical protein,-1.42,0.313854564,0.880895275,4.548576313,#NUM!,1.757562148,#N/A,Thaumi_prot_LH_FAM001301,#N/A,#N/A,,,,,,,,,,,,8.213153166,1.037398547,-1.373214744,0.169685597
NMAR_RS05660,Nmar_1055,TldD/PmbA family protein,-0.89,0.000296138,3.324981462,8.232217348,1.65,3.034972531,76G-FAM000923,Thaumi_prot_LH_FAM001385,N,N,,,,,,,,,,,,149.3403195,0.216357983,-4.103020355,4.08E-05
NMAR_RS05665,Nmar_1056,uracil-DNA glycosylase,-0.56,0.547400997,0.845517553,1.945708418,-0.89,0.905350818,76G-FAM000950_0,Thaumi_prot_LH_FAM000390,Y,N,,,,,,,,,,,,15.45021116,0.637205193,-0.876956163,0.380510449
NMAR_RS05670,Nmar_1057,DNA-3-methyladenine glycosylase,-0.86,0.536901946,0.572573942,1.154899254,#NUM!,-0.062186401,76G-FAM000313,Thaumi_prot_LH_FAM000391,N,N,,,,,,,,,,,,12.92135669,0.964365766,-0.895259693,0.370648282
NMAR_RS05675,Nmar_1058,VTT domain-containing protein,0.12,0.802500775,10.09202282,12.93670805,3.2,3.625447573,76G-FAM000250,Thaumi_prot_LH_FAM000392,N,N,,,,,,,,,,,,122.610764,0.307142376,0.393895757,0.693658003
NMAR_RS05680,Nmar_1059,hypothetical protein,-0.44,0.022034793,39.36987251,76.02308852,5.24,6.235840049,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,,,406.3205985,0.160441166,-2.749547768,0.005967756
NMAR_RS05685,Nmar_1060,hypothetical protein,0.5,0.339487966,12.38550857,11.92575801,3.43,3.470317509,76G-FAM008621,Thaumi_prot_LH_FAM002032,N,Y,,,,,,,,,,,,63.00303074,0.38172746,1.314889851,0.188546924
NMAR_RS10065,Nmar_1061,hypothetical protein,-0.49,0.045137345,16.50007667,31.56567039,4,4.973444948,76G-FAM000810,#N/A,Y,Y,,,,,,,,,,,,365.2678933,0.199348294,-2.443608474,0.014541198
NMAR_RS05695,Nmar_1062,hypothetical protein,-2.29,3.27E-57,7.436152813,47.64734189,2.83,5.562942348,76G-FAM008910,Thaumi_prot_LH_FAM001599,N,Y,,,,,,,,,,,,578.9110034,0.141129529,-16.2321154,2.99E-59
NMAR_RS05700,Nmar_1063,hypothetical protein,0.02,0.937740931,26.64236649,37.71524746,4.64,5.225399275,76G-FAM008911,Thaumi_prot_LH_FAM002033,N,Y,,,,,,,,,,,,353.1923549,0.202398342,0.121926988,0.902956842
NMAR_RS05705,Nmar_1064,ABC transporter ATP-binding protein,-0.08,0.774311207,16.72593687,26.09590841,4,4.700848239,76G-FAM000031_1,Thaumi_prot_LH_FAM000246,Y,N,,,,,,,,,,,,260.0071494,0.18874763,-0.447225286,0.654712406
NMAR_RS05710,Nmar_1065,transcription elongation factor NusA,0.06,0.901308607,8.840129009,11.33872786,2.91,3.485645024,76G-FAM000966,Thaumi_prot_LH_FAM001529,N,N,,,,,,,,,,,,99.9472942,0.329517115,0.194394723,0.845866821
NMAR_RS05715,Nmar_1066,aspartate--tRNA(Asn) ligase,0.15,0.498741704,23.39693888,28.77213578,4.48,4.826184219,76G-FAM000816_0,Thaumi_prot_LH_FAM000143,Y,N,,,,,,,,,,,,596.754353,0.151995188,0.966085465,0.334001417
NMAR_RS05720,Nmar_1067,hypothetical protein,-0.39,0.285181919,17.69232577,31.41379871,4.04,4.968753158,76G-FAM008427,Thaumi_prot_LH_FAM000955,N,Y,,,,,,,,,,,,121.3049745,0.27136203,-1.444735304,0.148532249
NMAR_RS10030,0,hypothetical protein,0.21,0.568588209,17.73922538,18.23944228,3.94,4.108748399,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,254.1973032,0.255057615,0.838193481,0.401922048
NMAR_RS05725,Nmar_1068,hypothetical protein,1.03,0.000463424,25.07807258,20.25574795,4.64,4.270699029,76G-FAM008428,Thaumi_prot_LH_FAM001528,N,Y,,,,,,,,,,,,112.6323268,0.258959599,3.982169412,6.83E-05
NMAR_RS05730,Nmar_1069,isocitrate/isopropylmalate dehydrogenase family protein,0.09,0.64918581,70.42838119,91.78436482,6.09,6.497564594,76G-FAM000173_0,Thaumi_prot_LH_FAM000312,Y,N,,,,,,,,,,,,1579.599608,0.132345494,0.676954478,0.498434837
NMAR_RS05735,Nmar_1070,2-isopropylmalate synthase,0.76,9.37E-11,242.0838342,201.7337731,7.87,7.643764505,76G-FAM000957_0,Thaumi_prot_LH_FAM000395,Y,N,,,,,,,,,,,,6364.479679,0.109736223,6.901605623,5.14E-12
NMAR_RS05740,Nmar_1071,acetolactate synthase small subunit,0.51,0.006360629,115.0643974,111.2824746,6.78,6.779558031,76G-FAM002241,Thaumi_prot_LH_FAM000396,Y,N,,,,,,,,,,,,1093.676175,0.159837745,3.208384919,0.001334827
NMAR_RS05745,Nmar_1072,biosynthetic-type acetolactate synthase large subunit,0.79,1.38E-11,227.0186729,186.1299711,7.77,7.529384534,76G-FAM000958,Thaumi_prot_LH_FAM000397,Y,N,,,,,,,,,,,,6555.545912,0.110239445,7.183779404,6.78E-13
NMAR_RS05750,Nmar_1073,fibronectin type III domain-containing protein,3.31,2.25E-113,68.60808822,11.69406248,6.09,3.538507869,76G-FAM028459,Thaumi_prot_LH_FAM006573,N,Y,,,,,,,,,,,,23375.98118,0.144520507,22.91327206,3.43E-116
NMAR_RS05755,Nmar_1074,hypothetical protein,0.34,0.05379606,67.97263088,75.48194038,6.03,6.222857908,76G-FAM028460,Thaumi_prot_LH_FAM002034,N,Y,,,,,,,,,,,,1557.492968,0.144373353,2.360858026,0.018232709
NMAR_RS05760,Nmar_1075,chromosome segregation ATPase-like protein,-0.04,0.877243955,210.5194191,310.2528008,7.66,8.257816717,76G-FAM028461,Thaumi_prot_LH_FAM002035,N,Y,,,,,,,,,,,,17751.71427,0.157669019,-0.253848777,0.799612389
NMAR_RS05765,Nmar_1076,HAMP domain-containing protein,-0.09,0.698964574,7.483739337,11.12122496,2.86,3.472699625,76G-FAM028462,Thaumi_prot_LH_FAM002036,N,Y,,,,,,,,,,,,324.7260847,0.15899832,-0.587983395,0.556543439
NMAR_RS05770,Nmar_1077,nuclear transport factor 2 family protein,-0.64,0.109817545,12.9692112,22.53161827,3.64,4.42554093,76G-FAM000994,Thaumi_prot_LH_FAM001527,N,N,,,,,,,,,,,,100.1653633,0.315513831,-2.019171042,0.043469445
NMAR_RS05775,Nmar_1078,"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase",-0.25,0.133411092,83.86688636,143.8734556,6.38,7.163995339,76G-FAM000486_0,Thaumi_prot_LH_FAM000118,Y,N,,,,,,,,,,,,2268.255727,0.131617525,-1.908445605,0.056333647
NMAR_RS05780,Nmar_1079,zinc-dependent dehydrogenase,0.18,0.371033194,31.30547386,38.59961448,4.9,5.264220697,76G-FAM000733_0,Thaumi_prot_LH_FAM000398,Y,N,,,,,,,,,,,,658.8932364,0.148344475,1.239619139,0.215116298
NMAR_RS05785,Nmar_1080,V-type ATP synthase subunit F,0.2,0.3654142,70.05102505,84.61217565,6.05,6.400054734,76G-FAM000198,Thaumi_prot_LH_FAM000399,N,N,,,,,,,,,,,,419.0521159,0.16039362,1.253757919,0.209930009
NMAR_RS05790,Nmar_1081,hypothetical protein,-0.59,0.000366491,124.398783,234.9116955,6.91,7.85192662,76G-FAM008431,Thaumi_prot_LH_FAM000415,N,Y,,,,,,,,,,,,1562.2146,0.145847237,-4.042008602,5.30E-05
NMAR_RS05795,Nmar_1082,hypothetical protein,0.79,0.001169196,38.31223335,30.03286373,5.25,4.886555852,76G-FAM008480,Thaumi_prot_LH_FAM001608,N,Y,,,,,,,,,,,,222.0609302,0.211722374,3.727897644,0.000193084
NMAR_RS05800,Nmar_1083,hypothetical protein,0.66,0.445720356,4.437425751,3.759412368,1.98,1.43662221,76G-FAM000673,Thaumi_prot_LH_FAM000416,N,N,,,,,,,,,,,,24.93844943,0.610955348,1.073875653,0.282878417
NMAR_RS05805,Nmar_1084,metallophosphoesterase,-0.22,0.690086919,3.039080976,4.615508976,1.42,2.142308494,76G-FAM000672,Thaumi_prot_LH_FAM000417,N,N,,,,,,,,,,,,53.85290371,0.365100046,-0.603285449,0.546318811
NMAR_RS05810,Nmar_1085,carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit,0.34,0.108540408,19.63259971,21.5002128,4.22,4.416720257,76G-FAM000611,Thaumi_prot_LH_FAM000418,N,N,,,,,,,,,,,,1255.912387,0.167541016,2.025134001,0.042853606
NMAR_RS05815,Nmar_1086,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,0.41,0.007760934,49.29572283,53.55532038,5.58,5.739005772,76G-FAM000610,Thaumi_prot_LH_FAM000419,Y,N,,,,,,,,,,,,1111.340782,0.129962766,3.14303278,0.001672071
NMAR_RS05820,Nmar_1087,hypothetical protein,-0.69,0.010016275,4.929045271,11.12485038,2.22,3.455405079,76G-FAM008131,Thaumi_prot_LH_FAM001006,N,Y,,,,,,,,,,,,214.2035111,0.225556201,-3.049084864,0.002295396
NMAR_RS05825,Nmar_1088,AAA family ATPase,-0.9,4.79E-15,148.2986437,395.0469688,7.18,8.619502672,76G-FAM000165_1,Thaumi_prot_LH_FAM000446,Y,N,,,,,,,,,,,,5978.84312,0.109137355,-8.234637925,1.80E-16
NMAR_RS05830,Nmar_1089,hypothetical protein,-1.04,0.000128026,8.046915308,24.56707392,2.94,4.593378524,76G-FAM008432,Thaumi_prot_LH_FAM002037,N,Y,,,,,,,,,,,,142.1134143,0.240228312,-4.318027017,1.57E-05
NMAR_RS05835,Nmar_1090,hypothetical protein,-1.57,1.00E-19,20.05068535,86.65691106,4.26,6.428965224,76G-FAM008433,Thaumi_prot_LH_FAM001410,N,Y,,,,,,,,,,,,540.7532398,0.165437947,-9.468210541,2.85E-21
NMAR_RS05840,Nmar_1091,helix-turn-helix domain-containing protein,-0.22,0.378238976,16.21845958,27.87798653,4,4.764221412,76G-FAM008434,Thaumi_prot_LH_FAM000445,N,Y,,,,,,,,,,,,479.6717054,0.182054084,-1.225850303,0.220255014
NMAR_RS05845,Nmar_1092,RidA family protein,-0.14,0.400158806,77.84982338,125.1659854,6.25,6.959050561,76G-FAM000854,Thaumi_prot_LH_FAM000444,N,N,,,,,,,,,,,,875.3649722,0.120866284,-1.177190985,0.239119286
NMAR_RS05850,Nmar_1093,dicarboxylate/amino acid:cation symporter,0.02,0.938160642,39.26254376,55.40866818,5.26,5.77881629,76G-FAM006396,Thaumi_prot_LH_FAM002038,N,Y,,,,,,,,,,,,1136.454094,0.15143653,0.11840783,0.905744522
NMAR_RS05860,Nmar_1094,PPOX class F420-dependent oxidoreductase,0.21,0.610431994,12.79672797,14.32952702,3.51,3.817472466,76G-FAM002840,Thaumi_prot_LH_FAM000181,N,N,,,,,,,,,,,,172.4781253,0.27505152,0.756923631,0.449095617
NMAR_RS05865,Nmar_1095,hypothetical protein,0.48,0.315547782,13.91003541,9.200511972,3.55,3.160524616,76G-FAM007587,Thaumi_prot_LH_FAM002039,N,Y,,,,,,,,,,,,75.92657057,0.352583378,1.369248164,0.170921715
NMAR_RS05870,Nmar_1096,DUF3179 domain-containing protein,0.25,0.290306955,18.28206295,20.75103703,4.12,4.355819281,76G-FAM007566,Thaumi_prot_LH_FAM002040,N,Y,,,,,,,,,,,,401.5378497,0.17264448,1.432715677,0.151939107
NMAR_RS05875,Nmar_1097,DoxX family protein,-0.32,0.704224617,9.996151691,13.63769052,2.95,3.730452632,76G-FAM001571,Thaumi_prot_LH_FAM000155,N,N,,,,,,,,,,,,56.7339417,0.551315614,-0.57870847,0.5627859
NMAR_RS05880,Nmar_1098,DHHA1 domain-containing protein,0.15,0.507978421,39.53727962,51.04950584,5.26,5.664080641,76G-FAM002546,Thaumi_prot_LH_FAM000442,N,N,,,,,,,,,,,,1058.502056,0.163427811,0.946654891,0.343814663
NMAR_RS05885,0,hypothetical protein,-1.78,2.51E-09,23.95381047,113.569454,4.53,6.785706527,#N/A,Thaumi_prot_LH_FAM000441,#N/A,#N/A,,,,,,,,,,,,257.3071889,0.278585028,-6.397427316,1.58E-10
NMAR_RS05890,Nmar_1099,citrate synthase,0,0.996774333,33.30984281,44.81705662,5.01,5.475639301,76G-FAM000895,Thaumi_prot_LH_FAM000437,Y,N,,,,,,,,,,,,929.7649698,0.113435942,0.008817625,0.992964644
NMAR_RS05895,Nmar_1100,hypothetical protein,-0.91,0.000189259,30.38756106,57.12205545,4.78,5.825433399,76G-FAM008436,Thaumi_prot_LH_FAM000436,N,Y,,,,,,,,,,,,502.0201029,0.21579484,-4.220032272,2.44E-05
NMAR_RS05900,Nmar_1101,hypothetical protein,0.97,0.619823284,1.556128864,1.032070038,#NUM!,#NUM!,76G-FAM008437,Thaumi_prot_LH_FAM001432,N,Y,,,,,,,,,,,,5.454715061,1.322052094,0.736538571,0.461403004
NMAR_RS09770,0,hypothetical protein,1.79,0.611136424,0.555023887,0.329897308,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM002041,#N/A,#N/A,,,,,,,,,,,,1.708985681,2.381377522,0.753123717,0.451375573
NMAR_RS05905,Nmar_1102,plastocyanin/azurin family copper-binding protein,0.05,0.843715566,4741.529638,6745.31422,12.2,12.71887657,76G-FAM002825_0,Thaumi_prot_LH_FAM000003_0,Y,N,,,,,,,,,,,,105986.1288,0.149047371,0.316485667,0.751633902
NMAR_RS05910,Nmar_1103,excinuclease ABC subunit UvrC,-0.36,0.480866336,2.698298394,4.572245548,1.27,2.162891625,76G-FAM005121,Thaumi_prot_LH_FAM000357,N,Y,,,,,,,,,,,,104.940157,0.359095726,-1.000317749,0.31715676
NMAR_RS05915,Nmar_1104,excinuclease ABC subunit UvrA,0.07,0.736893173,12.30604514,15.86541111,3.53,3.982380075,76G-FAM005122,Thaumi_prot_LH_FAM000358,N,Y,,,,,,,,,,,,723.5158297,0.133540758,0.521926934,0.601721204
NMAR_RS05920,Nmar_1105,excinuclease ABC subunit UvrB,0.64,1.06E-05,23.32541847,20.42924638,4.46,4.344145876,76G-FAM005123,Thaumi_prot_LH_FAM000359,N,Y,,,,,,,,,,,,788.2127324,0.131834157,4.881312075,1.05E-06
NMAR_RS05925,Nmar_1106,pyridoxamine 5'-phosphate oxidase family protein,0.11,0.770000111,13.78431322,16.30211773,3.72,4.00988782,76G-FAM007440,Thaumi_prot_LH_FAM000360,Y,Y,,,,,,,,,,,,169.6701983,0.248841679,0.455545145,0.648717097
NMAR_RS05930,0,hypothetical protein,-1.9,0.329232954,1.94424962,6.333896695,#NUM!,2.353097344,#N/A,Thaumi_prot_LH_FAM002042,#N/A,#N/A,,,,,,,,,,,,3.976857049,1.419616931,-1.339702652,0.180342035
NMAR_RS05935,Nmar_1107,hypothetical protein,0.74,0.490398566,4.355506991,2.810489991,2.09,1.331410179,76G-FAM008307,Thaumi_prot_LH_FAM002043,N,Y,,,,,,,,,,,,25.58666248,0.750145342,0.981321944,0.326434005
NMAR_RS05940,Nmar_1108,hypothetical protein,0.06,0.864617717,42.22009957,61.30249062,5.39,5.874165702,76G-FAM008618,Thaumi_prot_LH_FAM001321,N,Y,,,,,,,,,,,,256.6619286,0.23185096,0.279212076,0.780082077
NMAR_RS05945,Nmar_1109,LLM class flavin-dependent oxidoreductase,0.18,0.211772185,467.5785606,581.1157298,8.81,9.171323246,76G-FAM000949,Thaumi_prot_LH_FAM000361,Y,N,,,,,,,,,,,,10824.67802,0.106952359,1.637748484,0.101474172
NMAR_RS05950,Nmar_1110,iron-containing alcohol dehydrogenase,0.15,0.387849823,483.146787,614.1121309,8.87,9.254972646,76G-FAM008306,Thaumi_prot_LH_FAM000362,N,Y,,,,,,,,,,,,9764.381261,0.125154903,1.202707334,0.229089595
NMAR_RS05955,Nmar_1111,DUF4147 domain-containing protein,-0.46,0.145632627,4.624578951,8.279332756,2.18,3.032920715,76G-FAM000734,Thaumi_prot_LH_FAM000435,N,N,,,,,,,,,,,,147.2917836,0.245886878,-1.860905031,0.062757589
NMAR_RS05960,Nmar_1112,hypothetical protein,0.65,0.038769322,34.09872994,33.36686874,5.05,4.917270333,76G-FAM008305,Thaumi_prot_LH_FAM000081,N,Y,,,,,,,,,,,,224.4564677,0.257658309,2.513386817,0.011957814
NMAR_RS05965,Nmar_1113,MBL fold metallo-hydrolase RNA specificity domain-containing protein,-0.1,0.824830964,9.982775315,9.77773368,3.14,3.274396421,76G-FAM002531,Thaumi_prot_LH_FAM000080,N,N,,,,,,,,,,,,123.9665432,0.277361743,-0.350758456,0.725769566
NMAR_RS05970,Nmar_1114,phosphoribosylglycinamide formyltransferase,0.28,0.237214724,17.416231,18.38806532,4.09,4.183220863,76G-FAM002054,Thaumi_prot_LH_FAM000079,Y,N,,,,,,,,,,,,203.4950231,0.182182436,1.559115821,0.11896897
NMAR_RS05975,Nmar_1115,cupin domain-containing protein,0.42,0.511922842,7.75314512,10.40879514,2.53,3.338209384,76G-FAM007467,Thaumi_prot_LH_FAM001420,Y,Y,,,,,,,,,,,,53.72766789,0.449435662,0.936364408,0.349085596
NMAR_RS05980,Nmar_1116,antibiotic biosynthesis monooxygenase,-0.45,0.036235255,73.5687633,146.9001889,6.2,7.172645552,76G-FAM008617,Thaumi_prot_LH_FAM001540,N,Y,,,,,,,,,,,,700.8693745,0.177423937,-2.545298099,0.010918448
NMAR_RS05985,Nmar_1117,"bifunctional 5,10-methylenetetrahydrofolate dehydrogenase/5,10-methenyltetrahydrofolate cyclohydrolase",0.47,0.013678205,40.80228901,42.07408762,5.29,5.376387579,76G-FAM002053,Thaumi_prot_LH_FAM000078,N,N,,,,,,,,,,,,676.2882886,0.15883297,2.933647137,0.003350048
NMAR_RS05990,Nmar_1118,5-formyltetrahydrofolate cyclo-ligase,0.3,0.206029286,21.84892814,22.62260387,4.41,4.449243148,76G-FAM002677,Thaumi_prot_LH_FAM000077,Y,N,,,,,,,,,,,,244.897073,0.183721411,1.656228917,0.097675469
NMAR_RS05995,Nmar_1119,phosphoribosylamine--glycine ligase,0.22,0.45393081,12.44613696,13.49373174,3.6,3.717565823,76G-FAM002766,Thaumi_prot_LH_FAM000076,N,N,,,,,,,,,,,,296.4657299,0.205006573,1.057759455,0.290165122
NMAR_RS06000,Nmar_1120,isoleucine--tRNA ligase,0,0.991647779,12.20457309,16.24236024,3.49,4.007828648,76G-FAM000453,Thaumi_prot_LH_FAM000075,N,N,,,,,,,,,,,,826.8065935,0.151751804,-0.020074127,0.98398424
NMAR_RS06005,Nmar_1121,DNA protection during starvation protein,0,0.991647779,152.5090781,211.176942,7.19,7.714699349,76G-FAM003555,Thaumi_prot_LH_FAM000324,N,N,,,,,,,,,,,,1991.806095,0.110291799,-0.020302372,0.983802163
NMAR_RS06010,Nmar_1122,hypothetical protein,0.12,0.599197894,102.0550327,134.7857994,6.64,7.064287429,76G-FAM007389,Thaumi_prot_LH_FAM000074,N,Y,,,,,,,,,,,,747.8134598,0.151106307,0.778962645,0.43600172
NMAR_RS06015,Nmar_1123,ATP-grasp domain-containing protein,0.1,0.679480666,24.75511833,32.73132186,4.58,5.024236272,76G-FAM000940,Thaumi_prot_LH_FAM000073,Y,N,,,,,,,,,,,,604.4172227,0.156590603,0.623823925,0.532743225
NMAR_RS06020,Nmar_1124,CoA-binding protein,0.29,0.064656551,69.76462806,80.76773413,6.1,6.330973506,76G-FAM000941,Thaumi_prot_LH_FAM000072,N,N,,,,,,,,,,,,1308.566664,0.129010492,2.277859912,0.022734925
NMAR_RS06025,Nmar_1125,50S ribosomal protein L40e,-0.6,0.030486982,54.25991455,121.0655318,5.72,6.860498503,76G-FAM000965,Thaumi_prot_LH_FAM000071,N,N,,,,,,,,,,,,345.0445214,0.230665833,-2.619763041,0.008799088
NMAR_RS06030,Nmar_1126,hypothetical protein,0.09,0.80776923,41.0410016,54.56872553,5.33,5.742677877,76G-FAM008616,Thaumi_prot_LH_FAM002044,N,Y,,,,,,,,,,,,280.8678704,0.225587462,0.382447332,0.702129588
NMAR_RS06035,Nmar_R0030,tRNA-Val,0.98,0.456865169,24.31527141,22.91833644,4.21,4.373423202,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,11.04420518,0.930302129,1.051629794,0.292969433
NMAR_RS06040,Nmar_1127,hypothetical protein,-1.07,5.90E-10,23.78952051,72.93075873,4.5,6.170420848,76G-FAM028463,Thaumi_prot_LH_FAM006574,N,Y,,,,,,,,,,,,587.725736,0.160976163,-6.626063258,3.45E-11
NMAR_RS06045,Nmar_1128,zinc ABC transporter substrate-binding protein,0.54,0.37086433,3.930646771,4.154268099,1.49,1.977693916,76G-FAM007800,Thaumi_prot_LH_FAM001793,N,Y,,,,,,,,,,,,38.48806354,0.433704999,1.240393329,0.214829947
NMAR_RS09960,Nmar_1129,CFI-box-CTERM domain-containing protein,0.47,0.000563033,110.2355629,112.876435,6.75,6.815537872,76G-FAM008133,#N/A,N,Y,,,,,,,,,,,,2642.283024,0.11886841,3.932372548,8.41E-05
NMAR_RS06060,Nmar_1130,divalent cation transporter,0.37,0.632397291,1.950227209,1.71607449,0.65,0.707780084,76G-FAM007716,Thaumi_prot_LH_FAM000877,N,Y,,,,,,,,,,,,29.12569596,0.522360213,0.712385634,0.476226009
NMAR_RS06065,Nmar_1131,multicopper oxidase domain-containing protein,0.53,0.402583411,2.424002296,2.231182123,0.99,1.132006675,76G-FAM003386,Thaumi_prot_LH_FAM000878,N,N,,,,,,,,,,,,28.90372538,0.452191684,1.169494008,0.242204654
NMAR_RS06070,Nmar_1132,"iron dependent repressor, metal binding and dimerization domain protein",0.59,0.428162303,5.08046075,3.984682266,2.11,1.795248699,76G-FAM000191,Thaumi_prot_LH_FAM000643,Y,N,,,,,,,,,,,,35.42191033,0.531658716,1.109107344,0.267383877
NMAR_RS06075,0,hypothetical protein,0,0.997219017,4.653396342,5.801424105,2.07,2.227192249,#N/A,Thaumi_prot_LH_FAM002046,#N/A,#N/A,,,,,,,,,,,,20.19125932,0.592537175,0.005868123,0.995317942
NMAR_RS06080,Nmar_1133,kelch repeat-containing protein,0.91,0.000760181,17.92462618,14.30150809,4.16,3.833325923,76G-FAM002762,Thaumi_prot_LH_FAM002047,N,N,,,,,,,,,,,,307.737462,0.237522648,3.849032807,0.000118585
NMAR_RS06085,Nmar_1134,hypothetical protein,-0.1,0.886995542,6.5246441,9.906158813,2.36,3.21327432,76G-FAM008912,Thaumi_prot_LH_FAM006575,N,Y,,,,,,,,,,,,58.84419257,0.430886298,-0.235293854,0.813980665
NMAR_RS06090,Nmar_1135,fused MFS/spermidine synthase,0.4,0.114097233,8.014550349,8.540973915,2.93,3.083731617,76G-FAM001303,Thaumi_prot_LH_FAM002048,N,N,,,,,,,,,,,,231.2279888,0.200621289,1.996153851,0.045917179
NMAR_RS06095,Nmar_1136,multicopper oxidase family protein MCO2,0.11,0.707236777,11.19576696,14.14707273,3.35,3.817337443,76G-FAM008536,Thaumi_prot_LH_FAM002049,N,Y,,,,,,,,,,,,368.7725996,0.190986839,0.570761605,0.568161252
NMAR_RS06100,Nmar_1137,hypothetical protein,0.53,0.160324524,10.15724391,9.513444684,3.21,3.2140111,76G-FAM007544,Thaumi_prot_LH_FAM001349,N,Y,,,,,,,,,,,,65.74143215,0.295614034,1.80056612,0.071771293
NMAR_RS06105,0,hypothetical protein,0.34,0.930560746,1.898866133,0,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM000186_0,#N/A,#N/A,,,,,,,,,,,,2.873146128,2.462192104,0.137325328,0.890773651
